"1005","na - smokes cigarettes","v463a"
"1006","na - smokes pipe","v463b"
"1007","na - uses chewing tobacco","v463c"
"1008","na - uses snuff","v463d"
"1009","na - smokes cigars","v463e"
"1010","na - smokes country specific","v463f"
"1011","na - smokes country specific","v463g"
"1012","na - smokes other","v463x"
"1013","na - does not use tobacco","v463z"
"1014","na - number of cigarettes in last 24 hours","v464"
"1015","na - disposal of youngest child's stools when not using toilet","v465"
"1016","na - when child is seriously ill, can decide whether medical treatment sought","v466"
"1017","na - getting medical help for self: know where to go","v467a"
"1018","na - getting medical help for self: getting permission to go","v467b"
"1019","na - getting medical help for self: getting money needed for treatment","v467c"
"1020","na - getting medical help for self: distance to health facility","v467d"
"1021","na - getting medical help for self: having to take transport","v467e"
"1022","na - getting medical help for self: not wanting to go alone","v467f"
"1023","na - getting medical help for self: concern no female health provider","v467g"
"1024","na - getting medical help for self: concern no provider","v467h"
"1025","na - getting medical help for self: concern no drugs available","v467i"
"1026","na - getting medical help for self: cs","v467j"
"1027","na - getting medical help for self: cs","v467k"
"1028","na - getting medical help for self: cs","v467l"
"1029","na - getting medical help for self: cs","v467m"
"1030","record for last birth","v468"
"1031","na - times gave child powdered/tinned/fresh milk","v469e"
"1032","na - times gave child infant formula","v469f"
"1033","na - times gave child yogurt","v469x"
"1034","na - mother had tinned, powdered or fresh milk","v471a"
"1035","na - mother had tea or coffee","v471b"
"1036","na - mother had any other liquid","v471c"
"1037","na - mother had cs liquid","v471d"
"1038","na - mother had cs liquid","v471e"
"1039","na - mother had cs liquid","v471f"
"1040","na - mother had cs liquid","v471g"
"1041","na - mother had cs foods","v472a"
"1042","na - mother had cs foods","v472b"
"1043","na - mother had cs foods","v472c"
"1044","na - mother had cs foods","v472d"
"1045","na - mother had bread, noodles, other made from grains","v472e"
"1046","na - mother had potatoes, cassava, or other tubers","v472f"
"1047","na - mother had eggs","v472g"
"1048","na - mother had meat (beef, pork, lamb, chicken, etc)","v472h"
"1049","na - mother had pumpkin, carrots, squash (yellow or orange inside)","v472i"
"1050","na - mother had any dark green leafy vegetables","v472j"
"1051","na - mother had mangoes, papayas, other vitamin a fruits","v472k"
"1052","na - mother had any other fruits","v472l"
"1053","na - mother had liver, heart, other organs","v472m"
"1054","na - mother had fish or shellfish","v472n"
"1055","na - mother had food made from beans, peas, lentils, nuts","v472o"
"1056","na - mother had cheese, yogurt, other milk products","v472p"
"1057","na - mother had oil, fats, butter, products made of them","v472q"
"1058","na - mother had chocolates, sweets, candies, pastries, etc","v472r"
"1059","na - mother had other solid-semisolid food","v472s"
"1060","na - mother had cs foods","v472t"
"1061","na - mother had cs foods","v472u"
"1062","read consent statement - hiv","v473a"
"1063","result of measurement - hiv","v473b"
"1064","na - heard of tuberculosis or tb","v474"
"1065","na - tuberculosis spread by: air when coughing or sneezing","v474a"
"1066","na - tuberculosis spread by: sharing utensils","v474b"
"1067","na - tuberculosis spread by: touching a person with tb","v474c"
"1068","na - tuberculosis spread by: food","v474d"
"1069","na - tuberculosis spread by: sexual contact","v474e"
"1070","na - tuberculosis spread by: mosquito bites","v474f"
"1071","na - tuberculosis spread by: cs","v474g"
"1072","na - tuberculosis spread by: cs","v474h"
"1073","na - tuberculosis spread by: cs","v474i"
"1074","na - tuberculosis spread by: cs","v474j"
"1075","na - tuberculosis spread by: other","v474x"
"1076","na - tuberculosis spread by: don't know","v474z"
"1077","na - tuberculosis can be cured","v475"
"1078","na - keep secret when family member gets tb","v476"
"1079","number of injections in last 12 months","v477"
"1080","number of injections administered by a health worker","v478"
"1081","na - place of injection by health worker","v479"
"1082","syringe and needle from new, unopened package","v480"
"1083","covered by health insurance","v481"
"1084","na - health insurance type: mutual/community organization","v481a"
"1085","na - health insurance type: provided by employer","v481b"
"1086","na - health insurance type: social security","v481c"
"1087","na - health insurance type: private/commercially purchased","v481d"
"1088","na - health insurance type: cs","v481e"
"1089","na - health insurance type: cs","v481f"
"1090","na - health insurance type: cs","v481g"
"1091","na - health insurance type: cs","v481h"
"1092","na - health insurance type: other","v481x"
"1093","na - arrange care of biological children under age 18","v482a"
"1094","na - primary caregiver of children under age 18","v482b"
"1095","na - arrange care of non-biological children < 18","v482c"
"1096","current marital status","v501"
"1097","currently/formerly/never in union","v502"
"1098","number of unions","v503"
"1099","currently residing with husband/partner","v504"
"1100","number of other wives","v505"
"1101","respondent's rank among wives","v506"
"1102","month of first cohabitation","v507"
"1103","year of first cohabitation","v508"
"1104","date of first cohabitation (cmc)","v509"
"1105","completeness of date information in v509","v510"
"1106","age at first cohabitation","v511"
"1107","years since first cohabitation","v512"
"1108","cohabitation duration (grouped)","v513"
"1109","age at first sex","v525"
"1110","time since last sex","v527"
"1111","time since last sex (in days)","v528"
"1112","time since last sex (in months)","v529"
"1113","flag for v529","v530"
"1114","age at first sex (imputed)","v531"
"1115","flag for v531","v532"
"1116","ever been married or in union","v535"
"1117","recent sexual activity","v536"
"1118","months of abstinence","v537"
"1119","na - how previous marriage or union ended","v538"
"1120","na - person who received most of late husband's property","v539"
"1121","na - respondent received any of late husband's assets or valuables","v540"
"1122","na - intends to wait until marriage to have sex","v541"
"1123","current marital status","mv501"
"1124","currently/formerly/never in union","mv502"
"1125","number of unions","mv503"
"1126","currently residing with wife/partner","mv504"
"1127","number of wives/partners","mv505"
"1128","month of first cohabitation","mv507"
"1129","year of first cohabitation","mv508"
"1130","date of first cohabitation (cmc)","mv509"
"1131","completeness of date information in mv509","mv510"
"1132","age at first cohabitation","mv511"
"1133","years since first cohabitation","mv512"
"1134","cohabitation duration (grouped)","mv513"
"1135","age at first sex","mv525"
"1136","time since last sex","mv527"
"1137","time since last sex (in days)","mv528"
"1138","time since last sex (in months)","mv529"
"1139","age at first sex (imputed)","mv531"
"1140","flag for mv531","mv532"
"1141","ever been married or in union","mv535"
"1142","recent sexual activity","mv536"
"1143","na - intends to wait until marriage to have sex","mv541"
"1144","fertility preference","v602"
"1145","preferred waiting time for birth of a/another child","v603"
"1146","preferred waiting time for birth of a/another child (grouped)","v604"
"1147","desire for more children","v605"
"1148","na - ideal number of children","v613"
"1149","na - ideal number of children (grouped)","v614"
"1150","time for future birth","v616"
"1151","na - husband's desire for children","v621"
"1152","exposure","v623"
"1153","unmet need","v624"
"1154","exposure (definition 2)","v625"
"1155","unmet need (definition 2)","v626"
"1156","exposure to need for contraception (definition 3)","v625a"
"1157","unmet need for contraception (definition 3)","v626a"
"1158","na - ideal number of boys","v627"
"1159","na - ideal number of girls","v628"
"1160","na - ideal number of either sex","v629"
"1161","na - problem if became pregnant","v631"
"1162","na - decision maker for using contraception","v632"
"1163","na - reason for not having sex: husband has sti","v633a"
"1164","reason for not having sex: husband has other women","v633b"
"1165","na - reason for not having sex: recent birth","v633c"
"1166","na - reason for not having sex: tired, not in mood","v633d"
"1167","na - reason for not having sex: cs","v633e"
"1168","na - reason for not having sex: cs","v633f"
"1169","na - reason for not having sex: cs","v633g"
"1170","na - husband knows that respondent is using contraception","v634"
"1171","na - fertility preference","mv602"
"1172","na - preferred waiting time for birth of a/another child","mv603"
"1173","na - preferred waiting time for birth of a/another child (grouped)","mv604"
"1174","na - desire for more children","mv605"
"1175","na - ideal number of children","mv613"
"1176","na - ideal number of children (grouped)","mv614"
"1177","na - desired time for future birth","mv616"
"1178","na - wife's desire for children***","mv621"
"1179","na - ideal number of boys","mv627"
"1180","na - ideal number of girls","mv628"
"1181","na - ideal number of either sex","mv629"
"1182","na - problem if wife became pregnant***","mv631"
"1183","na - wife justified refusing sex: husband has sti","mv633a"
"1184","wife justified refusing sex: husband has other women","mv633b"
"1185","na - wife justified refusing sex: recent birth","mv633c"
"1186","na - wife justified refusing sex: tired, not in mood","mv633d"
"1187","na - wife justified refusing sex: cs reason","mv633e"
"1188","na - wife justified refusing sex: cs reason","mv633f"
"1189","na - wife justified refusing sex: cs reason","mv633g"
"1190","na - wife refuses to have sex, husband has right to: get angry","mv634a"
"1191","na - wife refuses to have sex, husband has right to: refuse financial support","mv634b"
"1192","na - wife refuses to have sex, husband has right to: use force for sex","mv634c"
"1193","na - wife refuses to have sex, husband has right to: have sex with another women","mv634d"
"1194","na - husband/partner's education level","v701"
"1195","na - husband/partner's highest year of education (at level in v701)","v702"
"1196","na - husband/partner's occupation","v704"
"1197","na - husband/partner's occupation (grouped)","v705"
"1198","respondent currently working","v714"
"1199","respondent has a job, but currently absent","v714a"
"1200","na - husband/partner's total number of years of education","v715"
"1201","respondent's occupation","v716"
"1202","respondent's occupation (grouped)","v717"
"1203","na - respondent works for family, others, self","v719"
"1204","na - respondent works at home or away","v721"
"1205","na - husband/partner's educational attainment","v729"
"1206","na - husband/partner's age","v730"
"1207","respondent worked in last 12 months","v731"
"1208","respondent employed all year/seasonal","v732"
"1209","person who usually decides how to spend respondent's earnings","v739"
"1210","na - type of land where respondent works","v740"
"1211","type of earnings from respondent's work","v741"
"1212","person who usually decides on respondent's health care","v743a"
"1213","person who usually decides on large household purchases","v743b"
"1214","na - person who usually decides on household purchases for daily needs","v743c"
"1215","person who usually decides on visits to family or relatives","v743d"
"1216","na - person who usually decides on food to be cooked each day","v743e"
"1217","person who usually decides what to do with money husband earns","v743f"
"1218","beating justified if wife goes out without telling husband","v744a"
"1219","beating justified if wife neglects the children","v744b"
"1220","beating justified if wife argues with husband","v744c"
"1221","beating justified if wife refuses to have sex with husband","v744d"
"1222","beating justified if wife burns the food","v744e"
"1223","owns a house alone or jointly","v745a"
"1224","owns land alone or jointly","v745b"
"1225","respondent earns more than husband/partner","v746"
"1226","currently working","mv714"
"1227","have a job, but currently absent","mv714a"
"1228","occupation","mv716"
"1229","occupation (grouped)","mv717"
"1230","na - works for family, others, self","mv719"
"1231","na - works at home or away","mv721"
"1232","worked in last 12 months","mv731"
"1233","employment all year/seasonal","mv732"
"1234","person who usually decides how to spend respondent's earnings","mv739"
"1235","na - type of land where respondent works","mv740"
"1236","type of earnings from respondent's work","mv741"
"1237","person who should have greater say: respondent's health care","mv743a"
"1238","person who should have greater say: large household purchases","mv743b"
"1239","na - person who should have greater say: daily household purchases","mv743c"
"1240","na - person who should have greater say: visits to family or relatives","mv743d"
"1241","na - person who should have greater say: food to be cooked each day","mv743e"
"1242","na - person who should have greater say: deciding what to do with money wife ear","mv743f"
"1243","na - person who should have greater say: deciding how many children to have","mv743g"
"1244","beating justified: wife goes out without telling husband","mv744a"
"1245","beating justified: wife neglects the children","mv744b"
"1246","beating justified: wife argues with husband","mv744c"
"1247","beating justified: wife refuses to have sex with husband","mv744d"
"1248","beating justified: wife burns food","mv744e"
"1249","owns a house alone or jointly","mv745a"
"1250","owns land alone or jointly","mv745b"
"1251","na - childbearing is a woman's concern","mv747a"
"1252","na - important for mother/child health to get assistance at delivery","mv747b"
"1253","ever heard of a sexually transmitted infection (sti)","v750"
"1254","ever heard of aids","v751"
"1255","na - reduce risk of getting hiv: do not have sex at all","v754bp"
"1256","reduce risk of getting hiv: always use condoms during sex","v754cp"
"1257","reduce risk of getting hiv: have 1 sex partner only, who has no other partners","v754dp"
"1258","can get hiv from mosquito bites","v754jp"
"1259","can get hiv by sharing food with person who has aids","v754wp"
"1260","a healthy looking person can have hiv","v756"
"1261","condom used during last sex with most recent partner","v761"
"1262","condom used during last sex with 2nd to most recent partner","v761b"
"1263","condom used during last sex with 3rd to most recent partner","v761c"
"1264","source for condoms: government hospital","v762aa"
"1265","source for condoms: central hospital","v762ab"
"1266","source for condoms: provincial/general hospital","v762ac"
"1267","source for condoms: rural hospital","v762ad"
"1268","source for condoms: health center/post","v762ae"
"1269","source for condoms: mobile brigade","v762af"
"1270","source for condoms: public pharmacy","v762ag"
"1271","source for condoms: other public","v762ah"
"1272","na - source for condoms: cs public","v762ai"
"1273","source for condoms: private hospital/clinic","v762aj"
"1274","source for condoms: pharmacy","v762ak"
"1275","source for condoms: private doctor","v762al"
"1276","source for condoms: nurse","v762am"
"1277","source for condoms: shop","v762an"
"1278","source for condoms: gas station","v762ao"
"1279","source for condoms: bar/discotheque","v762ap"
"1280","source for condoms: tent (barraca)","v762aq"
"1281","source for condoms: other private","v762ar"
"1282","source for condoms: school","v762as"
"1283","source for condoms: dumba nengue","v762at"
"1284","source for condoms: church","v762au"
"1285","source for condoms: friends/relatives","v762av"
"1286","source for condoms: healer","v762aw"
"1287","source for condoms: other","v762ax"
"1288","don't know any source for condoms","v762az"
"1289","na - source for female condoms: government hospital","v762ba"
"1290","na - source for female condoms: cs public","v762bb"
"1291","na - source for female condoms: cs public","v762bc"
"1292","na - source for female condoms: cs public","v762bd"
"1293","na - source for female condoms: cs public","v762be"
"1294","na - source for female condoms: cs public","v762bf"
"1295","na - source for female condoms: cs public","v762bg"
"1296","na - source for female condoms: cs public","v762bh"
"1297","na - source for female condoms: cs public","v762bi"
"1298","na - source for female condoms: private hospital/clinic","v762bj"
"1299","na - source for female condoms: pharmacy","v762bk"
"1300","na - source for female condoms: private doctor","v762bl"
"1301","na - source for female condoms: cs private","v762bm"
"1302","na - source for female condoms: cs private","v762bn"
"1303","na - source for female condoms: cs private","v762bo"
"1304","na - source for female condoms: cs private","v762bp"
"1305","na - source for female condoms: cs private","v762bq"
"1306","na - source for female condoms: cs private","v762br"
"1307","na - source for female condoms: cs other","v762bs"
"1308","na - source for female condoms: cs other","v762bt"
"1309","na - source for female condoms: cs other","v762bu"
"1310","na - source for female condoms: cs other","v762bv"
"1311","na - source for female condoms: cs other","v762bw"
"1312","na - source for female condoms: other","v762bx"
"1313","na - don't know any source for female condoms","v762bz"
"1314","had any sti in last 12 months","v763a"
"1315","had genital sore/ulcer in last 12 months","v763b"
"1316","had genital discharge in last 12 months","v763c"
"1317","na - had cs sti in last 12 months","v763d"
"1318","na - had cs sti in last 12 months","v763e"
"1319","na - had cs sti in last 12 months","v763f"
"1320","na - had cs sti in last 12 months","v763g"
"1321","number of sex partners, excluding spouse, in last 12 months","v766a"
"1322","number of sex partners, including spouse, in last 12 months","v766b"
"1323","relationship with most recent sex partner","v767a"
"1324","relationship with 2nd to most recent sex partner","v767b"
"1325","relationship with 3rd to most recent sex partner","v767c"
"1326","na - length of time knows last partner","v768a"
"1327","na - length of time knows other partner (1)","v768b"
"1328","na - length of time knows other partner (2)","v768c"
"1329","can get a condom","v769"
"1330","na - can get a female condom","v769a"
"1331","sought advice/treatment for last sti infection","v770"
"1332","sought sti advice/treatment from: government hospital","v770a"
"1333","sought sti advice/treatment from: aid post","v770b"
"1334","sought sti advice/treatment from: day hospital","v770c"
"1335","na - sought sti advice/treatment from: cs public","v770d"
"1336","na - sought sti advice/treatment from: cs public","v770e"
"1337","na - sought sti advice/treatment from: cs public","v770f"
"1338","na - sought sti advice/treatment from: cs public","v770g"
"1339","na - sought sti advice/treatment from: cs public","v770h"
"1340","na - sought sti advice/treatment from: cs public","v770i"
"1341","na - sought sti advice/treatment from: cs public","v770j"
"1342","sought sti advice/treatment from: private hospital/clinic/doctor","v770k"
"1343","sought sti advice/treatment from: pharmacies","v770l"
"1344","na - sought sti advice/treatment from: cs private","v770m"
"1345","na - sought sti advice/treatment from: cs private","v770n"
"1346","na - sought sti advice/treatment from: cs private","v770o"
"1347","na - sought sti advice/treatment from: cs private","v770p"
"1348","na - sought sti advice/treatment from: cs private","v770q"
"1349","na - sought sti advice/treatment from: cs private","v770r"
"1350","na - sought sti advice/treatment from: cs private","v770s"
"1351","sought sti advice/treatment from: traditional medicine","v770t"
"1352","na - sought sti advice/treatment from: cs other","v770u"
"1353","na - sought sti advice/treatment from: cs other","v770v"
"1354","na - sought sti advice/treatment from: cs other","v770w"
"1355","sought sti advice/treatment from: other","v770x"
"1356","hiv transmitted during pregnancy","v774a"
"1357","hiv transmitted during delivery","v774b"
"1358","hiv transmitted by breastfeeding","v774c"
"1359","na - knows someone who has, or is suspected of having, hiv","v775"
"1360","would want hiv infection in family to remain secret","v777"
"1361","willing to care for relative with aids","v778"
"1362","a female teacher infected with hiv, but is not sick, should be allowed to contin","v779"
"1363","children should be taught about condoms to avoid aids","v780"
"1364","ever been tested for hiv","v781"
"1365","know a place to get hiv test","v783"
"1366","place for hiv test: government hospital","v784a"
"1367","place for hiv test: gatv/ats","v784b"
"1368","place for hiv test: blood donation center","v784c"
"1369","na - place for hiv test: cs public","v784d"
"1370","na - place for hiv test: cs public","v784e"
"1371","na - place for hiv test: cs public","v784f"
"1372","na - place for hiv test: cs public","v784g"
"1373","na - place for hiv test: cs public","v784h"
"1374","na - place for hiv test: cs public","v784i"
"1375","na - place for hiv test: cs public","v784j"
"1376","place for hiv test: private hospital/clinic/lab","v784k"
"1377","place for hiv test: saaj","v784l"
"1378","place for hiv test: gatv/ats satellite","v784m"
"1379","place for hiv test: ptv","v784n"
"1380","place for hiv test: ats communitary","v784o"
"1381","na - place for hiv test: cs private","v784p"
"1382","na - place for hiv test: cs private","v784q"
"1383","na - place for hiv test: cs private","v784r"
"1384","na - place for hiv test: cs private","v784s"
"1385","na - place for hiv test: cs other","v784t"
"1386","na - place for hiv test: cs other","v784u"
"1387","na - place for hiv test: cs other","v784v"
"1388","place for hiv test: other","v784x"
"1389","heard about other stis","v785"
"1390","ever heard of a sexually transmitted infection (sti)","mv750"
"1391","ever heard of aids","mv751"
"1392","na - reduce risk of getting hiv: do not have sex at all","mv754bp"
"1393","reduce risk of getting hiv: always use condoms during sex","mv754cp"
"1394","reduce risk of getting hiv: have 1 sex partner only, who has no other partners","mv754dp"
"1395","can get hiv from mosquito bites","mv754jp"
"1396","can get hiv by sharing food with person who has aids","mv754wp"
"1397","a healthy looking person can have hiv","mv756"
"1398","condom used during last sex with most recent partner","mv761"
"1399","condom used during last sex with 2nd to most recent partner","mv761b"
"1400","condom used during last sex with 3rd to most recent partner","mv761c"
"1401","na - source for condoms: government hospital","mv762aa"
"1402","na - source for condoms: cs public","mv762ab"
"1403","na - source for condoms: cs public","mv762ac"
"1404","na - source for condoms: cs public","mv762ad"
"1405","na - source for condoms: cs public","mv762ae"
"1406","na - source for condoms: cs public","mv762af"
"1407","na - source for condoms: cs public","mv762ag"
"1408","na - source for condoms: cs public","mv762ah"
"1409","na - source for condoms: cs public","mv762ai"
"1410","na - source for condoms: private hospital/clinic","mv762aj"
"1411","na - source for condoms: pharmacy","mv762ak"
"1412","na - source for condoms: private doctor","mv762al"
"1413","na - source for condoms: cs private","mv762am"
"1414","na - source for condoms: cs private","mv762an"
"1415","na - source for condoms: cs private","mv762ao"
"1416","na - source for condoms: cs private","mv762ap"
"1417","na - source for condoms: cs private","mv762aq"
"1418","na - source for condoms: cs private","mv762ar"
"1419","na - source for condoms: cs other","mv762as"
"1420","na - source for condoms: cs other","mv762at"
"1421","na - source for condoms: cs other","mv762au"
"1422","na - source for condoms: cs other","mv762av"
"1423","na - source for condoms: cs other","mv762aw"
"1424","na - source for condoms: other","mv762ax"
"1425","na - don't know any source for condoms","mv762az"
"1426","na - source for female condoms: government hospital","mv762ba"
"1427","na - source for female condoms: cs public","mv762bb"
"1428","na - source for female condoms: cs public","mv762bc"
"1429","na - source for female condoms: cs public","mv762bd"
"1430","na - source for female condoms: cs public","mv762be"
"1431","na - source for female condoms: cs public","mv762bf"
"1432","na - source for female condoms: cs public","mv762bg"
"1433","na - source for female condoms: cs public","mv762bh"
"1434","na - source for female condoms: cs public","mv762bi"
"1435","na - source for female condoms: private hospital/clinic","mv762bj"
"1436","na - source for female condoms: pharmacy","mv762bk"
"1437","na - source for female condoms: private doctor","mv762bl"
"1438","na - source for female condoms: cs private","mv762bm"
"1439","na - source for female condoms: cs private","mv762bn"
"1440","na - source for female condoms: cs private","mv762bo"
"1441","na - source for female condoms: cs private","mv762bp"
"1442","na - source for female condoms: cs private","mv762bq"
"1443","na - source for female condoms: cs private","mv762br"
"1444","na - source for female condoms: cs other","mv762bs"
"1445","na - source for female condoms: cs other","mv762bt"
"1446","na - source for female condoms: cs other","mv762bu"
"1447","na - source for female condoms: cs other","mv762bv"
"1448","na - source for female condoms: cs other","mv762bw"
"1449","na - source for female condoms: other","mv762bx"
"1450","na - don't know any source for female condoms","mv762bz"
"1451","had any sti in last 12 months","mv763a"
"1452","had genital sore/ulcer in last 12 months","mv763b"
"1453","had genital discharge in last 12 months","mv763c"
"1454","na - had cs sti in last 12 months","mv763d"
"1455","na - had cs sti in last 12 months","mv763e"
"1456","na - had cs sti in last 12 months","mv763f"
"1457","na - had cs sti in last 12 months","mv763g"
"1458","number of sex partners, excluding spouse, in last 12 months","mv766a"
"1459","number of sex partners, including spouse, in last 12 months","mv766b"
"1460","relationship with most recent sex partner","mv767a"
"1461","relationship with 2nd to most recent sex partner","mv767b"
"1462","relationship with 3rd to most recent sex partner","mv767c"
"1463","na - length of time had sex relations with most recent partner","mv768a"
"1464","na - length of time had sex relations with 2nd to most recent partner","mv768b"
"1465","na - length of time had sex relations with 3rd to most recent partner","mv768c"
"1466","na - can get a condom","mv769"
"1467","na - can get a female condom","mv769a"
"1468","sought advice/treatment for last sti infection","mv770"
"1469","sought sti advice/treatment from: government hospital","mv770a"
"1470","sought sti advice/treatment from: aid post","mv770b"
"1471","sought sti advice/treatment from: day hospital","mv770c"
"1472","na - sought sti advice/treatment from: cs public","mv770d"
"1473","na - sought sti advice/treatment from: cs public","mv770e"
"1474","na - sought sti advice/treatment from: cs public","mv770f"
"1475","na - sought sti advice/treatment from: cs public","mv770g"
"1476","na - sought sti advice/treatment from: cs public","mv770h"
"1477","na - sought sti advice/treatment from: cs public","mv770i"
"1478","na - sought sti advice/treatment from: cs public","mv770j"
"1479","sought sti advice/treatment from: private hospital/clinic/doctor","mv770k"
"1480","sought sti advice/treatment from: pharmacies","mv770l"
"1481","na - sought sti advice/treatment from: cs private","mv770m"
"1482","na - sought sti advice/treatment from: cs private","mv770n"
"1483","na - sought sti advice/treatment from: cs private","mv770o"
"1484","na - sought sti advice/treatment from: cs private","mv770p"
"1485","na - sought sti advice/treatment from: cs private","mv770q"
"1486","na - sought sti advice/treatment from: cs private","mv770r"
"1487","na - sought sti advice/treatment from: cs private","mv770s"
"1488","sought sti advice/treatment from: traditional medicine","mv770t"
"1489","na - sought sti advice/treatment from: cs other","mv770u"
"1490","na - sought sti advice/treatment from: cs other","mv770v"
"1491","na - sought sti advice/treatment from: cs other","mv770w"
"1492","sought sti advice/treatment from: other","mv770x"
"1493","hiv transmitted during pregnancy","mv774a"
"1494","hiv transmitted during delivery","mv774b"
"1495","hiv transmitted by breastfeeding","mv774c"
"1496","na - knows someone who has, or is suspected of having, hiv","mv775"
"1497","would want hiv infection in family to remain secret","mv777"
"1498","willing to care for relative with aids","mv778"
"1499","a female teacher infected with hiv, but is not sick, should be allowed to contin","mv779"
"1500","children should be taught about condoms to avoid aids","mv780"
"1501","ever been tested for hiv","mv781"
"1502","know a place to get hiv test","mv783"
"1503","place for hiv test: government hospital","mv784a"
"1504","place for hiv test: gatv/ats","mv784b"
"1505","place for hiv test: blood donation center","mv784c"
"1506","na - place for hiv test: cs public","mv784d"
"1507","na - place for hiv test: cs public","mv784e"
"1508","na - place for hiv test: cs public","mv784f"
"1509","na - place for hiv test: cs public","mv784g"
"1510","na - place for hiv test: cs public","mv784h"
"1511","na - place for hiv test: cs public","mv784i"
"1512","na - place for hiv test: cs public","mv784j"
"1513","place for hiv test: private hospital/clinic/doctor","mv784k"
"1514","place for hiv test: saaj","mv784l"
"1515","place for hiv test: gatv/ats satellite","mv784m"
"1516","place for hiv test: ptv","mv784n"
"1517","place for hiv test: ats communitary","mv784o"
"1518","na - place for hiv test: cs private","mv784p"
"1519","na - place for hiv test: cs private","mv784q"
"1520","na - place for hiv test: cs private","mv784r"
"1521","na - place for hiv test: cs other","mv784s"
"1522","na - place for hiv test: cs other","mv784t"
"1523","na - place for hiv test: cs other","mv784u"
"1524","na - place for hiv test: cs other","mv784v"
"1525","place for hiv test: other","mv784x"
"1526","heard about other stis","mv785"
"1527","have ever paid anyone in exchange for sex","mv791"
"1528","paid for sex in last 12 months","mv793"
"1529","condom used last time paid for sex in last 12 months","mv793a"
"1530","condom used every time paid for sex in last 12 months","mv793b"
"1531","na - condom used at first sex","v820"
"1532","na - most recent sex partner younger, the same age or older","v821a"
"1533","na - 2nd to most recent sex partner younger, the same age or older","v821b"
"1534","na - 3rd to most recent sex partner younger, the same age or older","v821c"
"1535","wife justified asking husband to use condom if he has sti","v822"
"1536","can get hiv by witchcraft or supernatural means","v823"
"1537","drugs to avoid hiv transmission to baby during pregnancy","v824"
"1538","would buy vegetables from vendor with hiv","v825"
"1539","na - last time tested for hiv","v826"
"1540","months ago most recent hiv test","v826a"
"1541","na - last hiv test: on your own, offered or required","v827"
"1542","received result from last hiv test","v828"
"1543","place where last hiv test was taken","v829"
"1544","na - age of first sex partner","v830"
"1545","na - first sex partner younger, same age or older","v831"
"1546","time since last sex with 2nd to most recent partner","v832b"
"1547","time since last sex with 3rd to most recent partner","v832c"
"1548","used condom every time had sex with most recent partner in last 12 months","v833a"
"1549","used condom every time had sex with 2nd to most recent partner in last 12 months","v833b"
"1550","used condom every time had sex with 3rd to most recent partner in last 12 months","v833c"
"1551","age of most recent partner","v834a"
"1552","age of 2nd to most recent partner","v834b"
"1553","age of 3rd to most recent partner","v834c"
"1554","na - alcohol consumption at last sex with most recent partner","v835a"
"1555","na - alcohol consumption at last sex with 2nd to most recent partner","v835b"
"1556","na - alcohol consumption at last sex with 3rd to most recent partner","v835c"
"1557","total lifetime number of sex partners","v836"
"1558","na - heard of drugs to help hiv infected people live longer","v837"
"1559","during antenatal visit talked about: hiv transmitted mother to child","v838a"
"1560","during antenatal visit talked about: things to do to prevent getting hiv","v838b"
"1561","during antenatal visit talked about: getting tested for hiv","v838c"
"1562","offered hiv test as part of antenatal visit","v839"
"1563","offered hiv test between the time went for delivery and before baby was born","v839a"
"1564","tested for hiv as part of antenatal visit","v840"
"1565","tested for hiv between the time went for delivery and before baby was born","v840a"
"1566","got results of hiv test as part of antenatal visit","v841"
"1567","got results of hiv test when tested before baby was born","v841a"
"1568","place were hiv test was taken as part of antenatal visit","v842"
"1569","na - tested for hiv since antenatal visit test","v843"
"1570","na - knows someone denied health services for having, or suspected of having, hi","v844"
"1571","na - knows someone denied social events for having, or suspected of having, hiv;","v845"
"1572","na - knows someone verbally abused for having, or suspected of having, hiv; in l","v846"
"1573","na - people with hiv should be ashamed of themselves","v847"
"1574","na - people with hiv should be blamed for bringing disease to community","v848"
"1575","na - children 12-14 should be taught to wait for sex until marriage","v849"
"1576","respondent can refuse sex","v850a"
"1577","respondent can ask partner to use a condom","v850b"
"1578","na - young men should wait for sex until marriage","v851a"
"1579","na - most young men wait for sex until marriage","v851b"
"1580","na - unmarried sexually active men should only having sex with one partner","v851c"
"1581","na - most unmarried sexually active men have only one partner","v851d"
"1582","na - married men should only have sex with their wives","v851e"
"1583","na - most married men only have sex with their wives","v851f"
"1584","na - young women should wait for sex until marriage","v851g"
"1585","na - most young women wait for sex until marriage","v851h"
"1586","na - unmarried sexually active women should have only one partner","v851i"
"1587","na - most unmarried sexually active women have only one partner","v851j"
"1588","na - married women should only have sex with their husbands","v851k"
"1589","na - most married women only have sex with their husbands","v851l"
"1590","how long ago first had sex with most recent partner","v852a"
"1591","how long ago first had sex with 2nd most recent partner","v852b"
"1592","how long ago first had sex with 3rd most recent partner","v852c"
"1593","times in last 12 months had sex with most recent partner","v853a"
"1594","times in last 12 months had sex with 2nd most recent partner","v853b"
"1595","times in last 12 months had sex with 3rd most recent partner","v853c"
"1596","point concurrent sexual partners","v854a"
"1597","cumulative concurrent sexual partners","v854b"
"1598","received counseling after tested for aids during antenatal care","v855"
"1599","na - condom used at first sex","mv820"
"1600","wife justified asking husband to use condom if he has sti","mv822"
"1601","can get hiv by witchcraft or supernatural means","mv823"
