Sex, NAME     ,    LABEL
women, v323a     , brand of condom used    
women, v325a     , cost of current method in us-cents (at r4242/$) 
women, v326      , last source for current users   
women, v327      , last source for users by type   
women, v337      , months of use of current method 
women, v359      , last method disc. last 5 years  
women, v360      , reason of last discontinuation  
women, v361      , pattern of use  
women, v362      , intention to use    
women, v363      , preferred future method 
women, v364      , contraceptive use & intention   
women, v367      , wanted last child   
women, v372      , shown pill package  
women, v372a     , shown condom package    
women, v375a     , main reason not using a method  
women, v376      , main reason not to use a meth.  
women, v376a     , would ever use method if marr.  
women, v379      , source known for any method 
women, v380      , source known for any method 
women, v384a     , heard fp on radio last months   
women, v384b     , heard fp on tv last months  
women, v384c     , heard fp newspaper last months  
women, v393      , visited by fp worker last 12m   
women, v394      , visited health facil. last 12m  
women, v395      , at health facility told of fp  
women, v3a00a    , source of fp for non-users: government hosp.    
women, v3a00b    , source of fp for non-users: govt health cntr    
women, v3a00c    , source of fp for non-users: fp clinic   
women, v3a00d    , source of fp for non-users: mobile clinic   
women, v3a00e    , source of fp for non-users: cs military hospital    
women, v3a00f    , source of fp for non-users: cs public sector    
women, v3a00g    , source of fp for non-users: cs public sector    
women, v3a00h    , source of fp for non-users: cs public sector    
women, v3a00i    , source of fp for non-users: oth public sector   
women, v3a00j    , source of fp for non-users: private hosp/clin   
women, v3a00k    , source of fp for non-users: private pharmacy    
women, v3a00l    , source of fp for non-users: private doctor  
women, v3a00m    , source of fp for non-users: private mobile cl   
women, v3a00n    , source of fp for non-users: fieldworker 
women, v3a00o    , source of fp for non-users: cs med.priv sect    
women, v3a00p    , source of fp for non-users: cs med.priv sect    
women, v3a00q    , source of fp for non-users: cs med.priv sect    
women, v3a00r    , source of fp for non-users: oth med.priv sect   
women, v3a00s    , source of fp for non-users: shop    
women, v3a00t    , source of fp for non-users: church  
women, v3a00u    , source of fp for non-users: friend/ relative    
women, v3a00v    , source of fp for non-users: cs oth.priv sect    
women, v3a00w    , source of fp for non-users: cs oth.priv sect    
women, v3a00x    , source of fp for non-users: other   
women, v3a00y    , source of fp for non-users: no source   
women, v3a00z    , source of fp for non-users: any source  
women, v3a01     , told sterilization would mean no more children  
women, v3a02     , told about side effects 
women, v3a03     , told about side effects by health or fp worker  
women, v3a04     , told how to deal with side effects  
women, v3a05     , told about other fp methods 
women, v3a06     , told about other fp methods by health or fp worker  
women, v3a07     , first source for current method 
women, v3a08a    , reason not using: not married   
women, v3a08b    , reason not using: not having sex    
women, v3a08c    , reason not using: infrequent sex    
women, v3a08d    , reason not using: menopausal/hysterectomy   
women, v3a08e    , reason not using: subfecund/infecund    
women, v3a08f    , reason not using: postpartum amenorrheic    
women, v3a08g    , reason not using: breastfeeding 
women, v3a08h    , reason not using: fatalistic    
women, v3a08i    , reason not using: respondent opposed    
women, v3a08j    , reason not using: husband/partner opposed   
women, v3a08k    , reason not using: others opposed    
women, v3a08l    , reason not using: religious prohibition 
women, v3a08m    , reason not using: knows no method   
women, v3a08n    , reason not using: knows no source   
women, v3a08o    , reason not using: health concerns   
women, v3a08p    , reason not using: fear of side effects  
women, v3a08q    , reason not using: lack of access/too far    
women, v3a08r    , reason not using: costs too much    
women, v3a08s    , reason not using: inconvenient to use   
women, v3a08t    , reason not using: interferes with bodys processes   
women, v3a08u    , reason not using: country specific  
women, v3a08v    , reason not using: country specific  
women, v3a08w    , reason not using: country specific  
women, v3a08x    , reason not using: other 
women, v3a08z    , reason not using: don't know    
women, v3a09a    , how many pill cycles did get last time  
women, v3a09b    , how many condoms did get last time  
women, midx_1    , index to birth history  
women, midx_2    , index to birth history  
women, midx_3    , index to birth history  
women, midx_4    , index to birth history  
women, midx_5    , index to birth history  
women, midx_6    , index to birth history  
women, m1_1      , tetanus injections bef. birth   
women, m1_2      , tetanus injections bef. birth   
women, m1_3      , tetanus injections bef. birth   
women, m1_4      , tetanus injections bef. birth   
women, m1_5      , tetanus injections bef. birth   
women, m1_6      , tetanus injections bef. birth   
women, m1a_1     , tetanus injections before pregnancy 
women, m1a_2     , tetanus injections before pregnancy 
women, m1a_3     , tetanus injections before pregnancy 
women, m1a_4     , tetanus injections before pregnancy 
women, m1a_5     , tetanus injections before pregnancy 
women, m1a_6     , tetanus injections before pregnancy 
women, m1b_1     , month last tetanus injection before pregnancy   
women, m1b_2     , month last tetanus injection before pregnancy   
women, m1b_3     , month last tetanus injection before pregnancy   
women, m1b_4     , month last tetanus injection before pregnancy   
women, m1b_5     , month last tetanus injection before pregnancy   
women, m1b_6     , month last tetanus injection before pregnancy   
women, m1c_1     , year last tetanus injection before pregnancy    
women, m1c_2     , year last tetanus injection before pregnancy    
women, m1c_3     , year last tetanus injection before pregnancy    
women, m1c_4     , year last tetanus injection before pregnancy    
women, m1c_5     , year last tetanus injection before pregnancy    
women, m1c_6     , year last tetanus injection before pregnancy    
women, m1d_1     , years ago received last tetanus injection before pregnancy  
women, m1d_2     , years ago received last tetanus injection before pregnancy  
women, m1d_3     , years ago received last tetanus injection before pregnancy  
women, m1d_4     , years ago received last tetanus injection before pregnancy  
women, m1d_5     , years ago received last tetanus injection before pregnancy  
women, m1d_6     , years ago received last tetanus injection before pregnancy  
women, m1e_1     , last tetanus injection before pregnancy (cmc)   
women, m1e_2     , last tetanus injection before pregnancy (cmc)   
women, m1e_3     , last tetanus injection before pregnancy (cmc)   
women, m1e_4     , last tetanus injection before pregnancy (cmc)   
women, m1e_5     , last tetanus injection before pregnancy (cmc)   
women, m1e_6     , last tetanus injection before pregnancy (cmc)   
women, m2a_1     , prenatal: doctor    
women, m2a_2     , prenatal: doctor    
women, m2a_3     , prenatal: doctor    
women, m2a_4     , prenatal: doctor    
women, m2a_5     , prenatal: doctor    
women, m2a_6     , prenatal: doctor    
women, m2b_1     , prenatal: nurse/midwife 
women, m2b_2     , prenatal: nurse/midwife 
women, m2b_3     , prenatal: nurse/midwife 
women, m2b_4     , prenatal: nurse/midwife 
women, m2b_5     , prenatal: nurse/midwife 
women, m2b_6     , prenatal: nurse/midwife 
women, m2c_1     , prenatal: auxiliary midwife 
women, m2c_2     , prenatal: auxiliary midwife 
women, m2c_3     , prenatal: auxiliary midwife 
women, m2c_4     , prenatal: auxiliary midwife 
women, m2c_5     , prenatal: auxiliary midwife 
women, m2c_6     , prenatal: auxiliary midwife 
women, m2d_1     , prenatal: cs health profession  
women, m2d_2     , prenatal: cs health profession  
women, m2d_3     , prenatal: cs health profession  
women, m2d_4     , prenatal: cs health profession  
women, m2d_5     , prenatal: cs health profession  
women, m2d_6     , prenatal: cs health profession  
women, m2e_1     , prenatal: cs health profession  
women, m2e_2     , prenatal: cs health profession  
women, m2e_3     , prenatal: cs health profession  
women, m2e_4     , prenatal: cs health profession  
women, m2e_5     , prenatal: cs health profession  
women, m2e_6     , prenatal: cs health profession  
women, m2f_1     , prenatal: trained birth att.    
women, m2f_2     , prenatal: trained birth att.    
women, m2f_3     , prenatal: trained birth att.    
women, m2f_4     , prenatal: trained birth att.    
women, m2f_5     , prenatal: trained birth att.    
women, m2f_6     , prenatal: trained birth att.    
women, m2g_1     , prenatal: trad.birth attendant  
women, m2g_2     , prenatal: trad.birth attendant  
women, m2g_3     , prenatal: trad.birth attendant  
women, m2g_4     , prenatal: trad.birth attendant  
women, m2g_5     , prenatal: trad.birth attendant  
women, m2g_6     , prenatal: trad.birth attendant  
women, m2h_1     , prenatal: relative  
women, m2h_2     , prenatal: relative  
women, m2h_3     , prenatal: relative  
women, m2h_4     , prenatal: relative  
women, m2h_5     , prenatal: relative  
women, m2h_6     , prenatal: relative  
women, m2i_1     , prenatal: cs other person   
women, m2i_2     , prenatal: cs other person   
women, m2i_3     , prenatal: cs other person   
women, m2i_4     , prenatal: cs other person   
women, m2i_5     , prenatal: cs other person   
women, m2i_6     , prenatal: cs other person   
women, m2j_1     , prenatal: cs other person   
women, m2j_2     , prenatal: cs other person   
women, m2j_3     , prenatal: cs other person   
women, m2j_4     , prenatal: cs other person   
women, m2j_5     , prenatal: cs other person   
women, m2j_6     , prenatal: cs other person   
women, m2k_1     , prenatal: other resp (uncoded)  
women, m2k_2     , prenatal: other resp (uncoded)  
women, m2k_3     , prenatal: other resp (uncoded)  
women, m2k_4     , prenatal: other resp (uncoded)  
women, m2k_5     , prenatal: other resp (uncoded)  
women, m2k_6     , prenatal: other resp (uncoded)  
women, m2l_1     , prenatal: cs other  
women, m2l_2     , prenatal: cs other  
women, m2l_3     , prenatal: cs other  
women, m2l_4     , prenatal: cs other  
women, m2l_5     , prenatal: cs other  
women, m2l_6     , prenatal: cs other  
women, m2m_1     , prenatal: cs other  
women, m2m_2     , prenatal: cs other  
women, m2m_3     , prenatal: cs other  
women, m2m_4     , prenatal: cs other  
women, m2m_5     , prenatal: cs other  
women, m2m_6     , prenatal: cs other  
women, m2n_1     , prenatal: no one    
women, m2n_2     , prenatal: no one    
women, m2n_3     , prenatal: no one    
women, m2n_4     , prenatal: no one    
women, m2n_5     , prenatal: no one    
women, m2n_6     , prenatal: no one    
women, m3a_1     , assistance: doctor  
women, m3a_2     , assistance: doctor  
women, m3a_3     , assistance: doctor  
women, m3a_4     , assistance: doctor  
women, m3a_5     , assistance: doctor  
women, m3a_6     , assistance: doctor  
women, m3b_1     , assistance: nurse/midwife   
women, m3b_2     , assistance: nurse/midwife   
women, m3b_3     , assistance: nurse/midwife   
women, m3b_4     , assistance: nurse/midwife   
women, m3b_5     , assistance: nurse/midwife   
women, m3b_6     , assistance: nurse/midwife   
women, m3c_1     , assistance: auxiliary midwife   
women, m3c_2     , assistance: auxiliary midwife   
women, m3c_3     , assistance: auxiliary midwife   
women, m3c_4     , assistance: auxiliary midwife   
women, m3c_5     , assistance: auxiliary midwife   
women, m3c_6     , assistance: auxiliary midwife   
women, m3d_1     , assistance: cs health profess.  
women, m3d_2     , assistance: cs health profess.  
women, m3d_3     , assistance: cs health profess.  
women, m3d_4     , assistance: cs health profess.  
women, m3d_5     , assistance: cs health profess.  
women, m3d_6     , assistance: cs health profess.  
women, m3e_1     , assistance: cs health profess.  
women, m3e_2     , assistance: cs health profess.  
women, m3e_3     , assistance: cs health profess.  
women, m3e_4     , assistance: cs health profess.  
women, m3e_5     , assistance: cs health profess.  
women, m3e_6     , assistance: cs health profess.  
women, m3f_1     , assistance: trained birth att.  
women, m3f_2     , assistance: trained birth att.  
women, m3f_3     , assistance: trained birth att.  
women, m3f_4     , assistance: trained birth att.  
women, m3f_5     , assistance: trained birth att.  
women, m3f_6     , assistance: trained birth att.  
women, m3g_1     , assistance: trad.birth attend.  
women, m3g_2     , assistance: trad.birth attend.  
women, m3g_3     , assistance: trad.birth attend.  
women, m3g_4     , assistance: trad.birth attend.  
women, m3g_5     , assistance: trad.birth attend.  
women, m3g_6     , assistance: trad.birth attend.  
women, m3h_1     , assistance: relativ/ friend    
women, m3h_2     , assistance: relativ/ friend    
women, m3h_3     , assistance: relativ/ friend    
women, m3h_4     , assistance: relativ/ friend    
women, m3h_5     , assistance: relativ/ friend    
women, m3h_6     , assistance: relativ/ friend    
women, m3i_1     , assistance: cs other person 
women, m3i_2     , assistance: cs other person 
women, m3i_3     , assistance: cs other person 
women, m3i_4     , assistance: cs other person 
women, m3i_5     , assistance: cs other person 
women, m3i_6     , assistance: cs other person 
women, m3j_1     , assistance: cs other person 
women, m3j_2     , assistance: cs other person 
women, m3j_3     , assistance: cs other person 
women, m3j_4     , assistance: cs other person 
women, m3j_5     , assistance: cs other person 
women, m3j_6     , assistance: cs other person 
women, m3k_1     , assistance: other resp (uncod)  
women, m3k_2     , assistance: other resp (uncod)  
women, m3k_3     , assistance: other resp (uncod)  
women, m3k_4     , assistance: other resp (uncod)  
women, m3k_5     , assistance: other resp (uncod)  
women, m3k_6     , assistance: other resp (uncod)  
women, m3l_1     , assistance: cs other    
women, m3l_2     , assistance: cs other    
women, m3l_3     , assistance: cs other    
women, m3l_4     , assistance: cs other    
women, m3l_5     , assistance: cs other    
women, m3l_6     , assistance: cs other    
women, m3m_1     , assistance: cs other    
women, m3m_2     , assistance: cs other    
women, m3m_3     , assistance: cs other    
women, m3m_4     , assistance: cs other    
women, m3m_5     , assistance: cs other    
women, m3m_6     , assistance: cs other    
women, m3n_1     , assistance: no one  
women, m3n_2     , assistance: no one  
women, m3n_3     , assistance: no one  
women, m3n_4     , assistance: no one  
women, m3n_5     , assistance: no one  
women, m3n_6     , assistance: no one  
women, m4_1      , duration of breastfeeding   
women, m4_2      , duration of breastfeeding   
women, m4_3      , duration of breastfeeding   
women, m4_4      , duration of breastfeeding   
women, m4_5      , duration of breastfeeding   
women, m4_6      , duration of breastfeeding   
women, m5_1      , months of breastfeeding 
women, m5_2      , months of breastfeeding 
women, m5_3      , months of breastfeeding 
women, m5_4      , months of breastfeeding 
women, m5_5      , months of breastfeeding 
women, m5_6      , months of breastfeeding 
women, m6_1      , duration of amenorrhea  
women, m6_2      , duration of amenorrhea  
women, m6_3      , duration of amenorrhea  
women, m6_4      , duration of amenorrhea  
women, m6_5      , duration of amenorrhea  
women, m6_6      , duration of amenorrhea  
women, m7_1      , months of amenorrhea    
women, m7_2      , months of amenorrhea    
women, m7_3      , months of amenorrhea    
women, m7_4      , months of amenorrhea    
women, m7_5      , months of amenorrhea    
women, m7_6      , months of amenorrhea    
women, m8_1      , duration of abstinence  
women, m8_2      , duration of abstinence  
women, m8_3      , duration of abstinence  
women, m8_4      , duration of abstinence  
women, m8_5      , duration of abstinence  
women, m8_6      , duration of abstinence  
women, m9_1      , months of abstinence    
women, m9_2      , months of abstinence    
women, m9_3      , months of abstinence    
women, m9_4      , months of abstinence    
women, m9_5      , months of abstinence    
women, m9_6      , months of abstinence    
women, m10_1     , time wanted pregnancy   
women, m10_2     , time wanted pregnancy   
women, m10_3     , time wanted pregnancy   
women, m10_4     , time wanted pregnancy   
women, m10_5     , time wanted pregnancy   
women, m10_6     , time wanted pregnancy   
women, m11_1     , time would have waited  
women, m11_2     , time would have waited  
women, m11_3     , time would have waited  
women, m11_4     , time would have waited  
women, m11_5     , time would have waited  
women, m11_6     , time would have waited  
women, m13_1     , timing of 1st antenatal check   
women, m13_2     , timing of 1st antenatal check   
women, m13_3     , timing of 1st antenatal check   
women, m13_4     , timing of 1st antenatal check   
women, m13_5     , timing of 1st antenatal check   
women, m13_6     , timing of 1st antenatal check   
women, m14_1     , antenatal visits for pregnancy  
women, m14_2     , antenatal visits for pregnancy  
women, m14_3     , antenatal visits for pregnancy  
women, m14_4     , antenatal visits for pregnancy  
women, m14_5     , antenatal visits for pregnancy  
women, m14_6     , antenatal visits for pregnancy  
women, m15_1     , place of delivery   
women, m15_2     , place of delivery   
women, m15_3     , place of delivery   
women, m15_4     , place of delivery   
women, m15_5     , place of delivery   
women, m15_6     , place of delivery   
women, m17_1     , delivery by caesarian section   
women, m17_2     , delivery by caesarian section   
women, m17_3     , delivery by caesarian section   
women, m17_4     , delivery by caesarian section   
women, m17_5     , delivery by caesarian section   
women, m17_6     , delivery by caesarian section   
women, m18_1     , size of child at birth  
women, m18_2     , size of child at birth  
women, m18_3     , size of child at birth  
women, m18_4     , size of child at birth  
women, m18_5     , size of child at birth  
women, m18_6     , size of child at birth  
women, m19_1     , birth weight (kilos - 3 dec.)   
women, m19_2     , birth weight (kilos - 3 dec.)   
women, m19_3     , birth weight (kilos - 3 dec.)   
women, m19_4     , birth weight (kilos - 3 dec.)   
women, m19_5     , birth weight (kilos - 3 dec.)   
women, m19_6     , birth weight (kilos - 3 dec.)   
women, m19a_1    , weight at birth recall  
women, m19a_2    , weight at birth recall  
women, m19a_3    , weight at birth recall  
women, m19a_4    , weight at birth recall  
women, m19a_5    , weight at birth recall  
women, m19a_6    , weight at birth recall  
women, m27_1     , flag for breastfeeding  
women, m27_2     , flag for breastfeeding  
women, m27_3     , flag for breastfeeding  
women, m27_4     , flag for breastfeeding  
women, m27_5     , flag for breastfeeding  
women, m27_6     , flag for breastfeeding  
women, m28_1     , flag for amenorrhea 
women, m28_2     , flag for amenorrhea 
women, m28_3     , flag for amenorrhea 
women, m28_4     , flag for amenorrhea 
women, m28_5     , flag for amenorrhea 
women, m28_6     , flag for amenorrhea 
women, m29_1     , flag for abstinence 
women, m29_2     , flag for abstinence 
women, m29_3     , flag for abstinence 
women, m29_4     , flag for abstinence 
women, m29_5     , flag for abstinence 
women, m29_6     , flag for abstinence 
women, m34_1     , when child put to breast    
women, m34_2     , when child put to breast    
women, m34_3     , when child put to breast    
women, m34_4     , when child put to breast    
women, m34_5     , when child put to breast    
women, m34_6     , when child put to breast    
women, m35_1     , times breastfed during night    
women, m35_2     , times breastfed during night    
women, m35_3     , times breastfed during night    
women, m35_4     , times breastfed during night    
women, m35_5     , times breastfed during night    
women, m35_6     , times breastfed during night    
women, m36_1     , times breastfed during day  
women, m36_2     , times breastfed during day  
women, m36_3     , times breastfed during day  
women, m36_4     , times breastfed during day  
women, m36_5     , times breastfed during day  
women, m36_6     , times breastfed during day  
women, m38_1     , drank from bottle with nipple   
women, m38_2     , drank from bottle with nipple   
women, m38_3     , drank from bottle with nipple   
women, m38_4     , drank from bottle with nipple   
women, m38_5     , drank from bottle with nipple   
women, m38_6     , drank from bottle with nipple   
women, m39_1     , times ate soli/ semi-solid or soft food yesterday  
women, m39_2     , times ate soli/ semi-solid or soft food yesterday  
women, m39_3     , times ate soli/ semi-solid or soft food yesterday  
women, m39_4     , times ate soli/ semi-solid or soft food yesterday  
women, m39_5     , times ate soli/ semi-solid or soft food yesterday  
women, m39_6     , times ate soli/ semi-solid or soft food yesterday  
women, m42a_1    , during pregnancy - weighed  
women, m42a_2    , during pregnancy - weighed  
women, m42a_3    , during pregnancy - weighed  
women, m42a_4    , during pregnancy - weighed  
women, m42a_5    , during pregnancy - weighed  
women, m42a_6    , during pregnancy - weighed  
women, m42b_1    , during pregnancy - height measured  
women, m42b_2    , during pregnancy - height measured  
women, m42b_3    , during pregnancy - height measured  
women, m42b_4    , during pregnancy - height measured  
women, m42b_5    , during pregnancy - height measured  
women, m42b_6    , during pregnancy - height measured  
women, m42c_1    , during pregnancy - blood pressure taken 
women, m42c_2    , during pregnancy - blood pressure taken 
women, m42c_3    , during pregnancy - blood pressure taken 
women, m42c_4    , during pregnancy - blood pressure taken 
women, m42c_5    , during pregnancy - blood pressure taken 
women, m42c_6    , during pregnancy - blood pressure taken 
women, m42d_1    , during pregnancy - urine sample taken   
women, m42d_2    , during pregnancy - urine sample taken   
women, m42d_3    , during pregnancy - urine sample taken   
women, m42d_4    , during pregnancy - urine sample taken   
women, m42d_5    , during pregnancy - urine sample taken   
women, m42d_6    , during pregnancy - urine sample taken   
women, m42e_1    , during pregnancy - blood sample taken   
women, m42e_2    , during pregnancy - blood sample taken   
women, m42e_3    , during pregnancy - blood sample taken   
women, m42e_4    , during pregnancy - blood sample taken   
women, m42e_5    , during pregnancy - blood sample taken   
women, m42e_6    , during pregnancy - blood sample taken   
women, m43_1     , told about pregnancy complications  
women, m43_2     , told about pregnancy complications  
women, m43_3     , told about pregnancy complications  
women, m43_4     , told about pregnancy complications  
women, m43_5     , told about pregnancy complications  
women, m43_6     , told about pregnancy complications  
women, m44_1     , told where to go for pregnancy complications    
women, m44_2     , told where to go for pregnancy complications    
women, m44_3     , told where to go for pregnancy complications    
women, m44_4     , told where to go for pregnancy complications    
women, m44_5     , told where to go for pregnancy complications    
women, m44_6     , told where to go for pregnancy complications    
women, m45_1     , during preganc/ given or bought iron tablets/syrup 
women, m45_2     , during preganc/ given or bought iron tablets/syrup 
women, m45_3     , during preganc/ given or bought iron tablets/syrup 
women, m45_4     , during preganc/ given or bought iron tablets/syrup 
women, m45_5     , during preganc/ given or bought iron tablets/syrup 
women, m45_6     , during preganc/ given or bought iron tablets/syrup 
women, m46_1     , days tablets or syrup taken 
women, m46_2     , days tablets or syrup taken 
women, m46_3     , days tablets or syrup taken 
women, m46_4     , days tablets or syrup taken 
women, m46_5     , days tablets or syrup taken 
women, m46_6     , days tablets or syrup taken 
women, m47_1     , during pregnanc/ had difficulty with daylight vision   
women, m47_2     , during pregnanc/ had difficulty with daylight vision   
women, m47_3     , during pregnanc/ had difficulty with daylight vision   
women, m47_4     , during pregnanc/ had difficulty with daylight vision   
women, m47_5     , during pregnanc/ had difficulty with daylight vision   
women, m47_6     , during pregnanc/ had difficulty with daylight vision   
women, m48_1     , during pregnanc/ had difficulty with night blindness   
women, m48_2     , during pregnanc/ had difficulty with night blindness   
women, m48_3     , during pregnanc/ had difficulty with night blindness   
women, m48_4     , during pregnanc/ had difficulty with night blindness   
women, m48_5     , during pregnanc/ had difficulty with night blindness   
women, m48_6     , during pregnanc/ had difficulty with night blindness   
women, m49a_1    , during pregnancy - took fansidar for malaria    
women, m49a_2    , during pregnancy - took fansidar for malaria    
women, m49a_3    , during pregnancy - took fansidar for malaria    
women, m49a_4    , during pregnancy - took fansidar for malaria    
women, m49a_5    , during pregnancy - took fansidar for malaria    
women, m49a_6    , during pregnancy - took fansidar for malaria    
women, m49b_1    , during pregnancy - took chloroquine for malaria 
women, m49b_2    , during pregnancy - took chloroquine for malaria 
women, m49b_3    , during pregnancy - took chloroquine for malaria 
women, m49b_4    , during pregnancy - took chloroquine for malaria 
women, m49b_5    , during pregnancy - took chloroquine for malaria 
women, m49b_6    , during pregnancy - took chloroquine for malaria 
women, m49c_1    , during pregnancy - took unknown drug for malaria    
women, m49c_2    , during pregnancy - took unknown drug for malaria    
women, m49c_3    , during pregnancy - took unknown drug for malaria    
women, m49c_4    , during pregnancy - took unknown drug for malaria    
women, m49c_5    , during pregnancy - took unknown drug for malaria    
women, m49c_6    , during pregnancy - took unknown drug for malaria    
women, m49d_1    , during pregnancy - took country specific drug for malaria   
women, m49d_2    , during pregnancy - took country specific drug for malaria   
women, m49d_3    , during pregnancy - took country specific drug for malaria   
women, m49d_4    , during pregnancy - took country specific drug for malaria   
women, m49d_5    , during pregnancy - took country specific drug for malaria   
women, m49d_6    , during pregnancy - took country specific drug for malaria   
women, m49e_1    , during pregnancy - took country specific drug for malaria   
women, m49e_2    , during pregnancy - took country specific drug for malaria   
women, m49e_3    , during pregnancy - took country specific drug for malaria   
women, m49e_4    , during pregnancy - took country specific drug for malaria   
women, m49e_5    , during pregnancy - took country specific drug for malaria   
women, m49e_6    , during pregnancy - took country specific drug for malaria   
women, m49f_1    , during pregnancy - took country specific drug for malaria   
women, m49f_2    , during pregnancy - took country specific drug for malaria   
women, m49f_3    , during pregnancy - took country specific drug for malaria   
women, m49f_4    , during pregnancy - took country specific drug for malaria   
women, m49f_5    , during pregnancy - took country specific drug for malaria   
women, m49f_6    , during pregnancy - took country specific drug for malaria   
women, m49g_1    , during pregnancy - took country specific drug for malaria   
women, m49g_2    , during pregnancy - took country specific drug for malaria   
women, m49g_3    , during pregnancy - took country specific drug for malaria   
women, m49g_4    , during pregnancy - took country specific drug for malaria   
women, m49g_5    , during pregnancy - took country specific drug for malaria   
women, m49g_6    , during pregnancy - took country specific drug for malaria   
women, m49x_1    , during pregnancy - took other drug for malaria  
women, m49x_2    , during pregnancy - took other drug for malaria  
women, m49x_3    , during pregnancy - took other drug for malaria  
women, m49x_4    , during pregnancy - took other drug for malaria  
women, m49x_5    , during pregnancy - took other drug for malaria  
women, m49x_6    , during pregnancy - took other drug for malaria  
women, m49z_1    , during pregnancy - took no drug for malaria 
women, m49z_2    , during pregnancy - took no drug for malaria 
women, m49z_3    , during pregnancy - took no drug for malaria 
women, m49z_4    , during pregnancy - took no drug for malaria 
women, m49z_5    , during pregnancy - took no drug for malaria 
women, m49z_6    , during pregnancy - took no drug for malaria 
women, m51a_1    , respondent checkup after deliver timing 
women, m51a_2    , respondent checkup after deliver timing 
women, m51a_3    , respondent checkup after deliver timing 
women, m51a_4    , respondent checkup after deliver timing 
women, m51a_5    , respondent checkup after deliver timing 
women, m51a_6    , respondent checkup after deliver timing 
women, m54_1     , received vitamin a dose in first 2 months after delivery    
women, m54_2     , received vitamin a dose in first 2 months after delivery    
women, m54_3     , received vitamin a dose in first 2 months after delivery    
women, m54_4     , received vitamin a dose in first 2 months after delivery    
women, m54_5     , received vitamin a dose in first 2 months after delivery    
women, m54_6     , received vitamin a dose in first 2 months after delivery    
women, m55a_1    , first 3 day/ given milk other than breast milk 
women, m55a_2    , first 3 day/ given milk other than breast milk 
women, m55a_3    , first 3 day/ given milk other than breast milk 
women, m55a_4    , first 3 day/ given milk other than breast milk 
women, m55a_5    , first 3 day/ given milk other than breast milk 
women, m55a_6    , first 3 day/ given milk other than breast milk 
women, m55b_1    , first 3 day/ given plain water 
women, m55b_2    , first 3 day/ given plain water 
women, m55b_3    , first 3 day/ given plain water 
women, m55b_4    , first 3 day/ given plain water 
women, m55b_5    , first 3 day/ given plain water 
women, m55b_6    , first 3 day/ given plain water 
women, m55c_1    , first 3 day/ given sugar/glucose water 
women, m55c_2    , first 3 day/ given sugar/glucose water 
women, m55c_3    , first 3 day/ given sugar/glucose water 
women, m55c_4    , first 3 day/ given sugar/glucose water 
women, m55c_5    , first 3 day/ given sugar/glucose water 
women, m55c_6    , first 3 day/ given sugar/glucose water 
women, m55d_1    , first 3 day/ given gripe water 
women, m55d_2    , first 3 day/ given gripe water 
women, m55d_3    , first 3 day/ given gripe water 
women, m55d_4    , first 3 day/ given gripe water 
women, m55d_5    , first 3 day/ given gripe water 
women, m55d_6    , first 3 day/ given gripe water 
women, m55e_1    , first 3 day/ given sugar/salt/water solution   
women, m55e_2    , first 3 day/ given sugar/salt/water solution   
women, m55e_3    , first 3 day/ given sugar/salt/water solution   
women, m55e_4    , first 3 day/ given sugar/salt/water solution   
women, m55e_5    , first 3 day/ given sugar/salt/water solution   
women, m55e_6    , first 3 day/ given sugar/salt/water solution   
women, m55f_1    , first 3 day/ given fruit juice 
women, m55f_2    , first 3 day/ given fruit juice 
women, m55f_3    , first 3 day/ given fruit juice 
women, m55f_4    , first 3 day/ given fruit juice 
women, m55f_5    , first 3 day/ given fruit juice 
women, m55f_6    , first 3 day/ given fruit juice 
women, m55g_1    , first 3 day/ given infant formula  
women, m55g_2    , first 3 day/ given infant formula  
women, m55g_3    , first 3 day/ given infant formula  
women, m55g_4    , first 3 day/ given infant formula  
women, m55g_5    , first 3 day/ given infant formula  
women, m55g_6    , first 3 day/ given infant formula  
women, m55h_1    , first 3 day/ given tea/infusions   
women, m55h_2    , first 3 day/ given tea/infusions   
women, m55h_3    , first 3 day/ given tea/infusions   
women, m55h_4    , first 3 day/ given tea/infusions   
women, m55h_5    , first 3 day/ given tea/infusions   
women, m55h_6    , first 3 day/ given tea/infusions   
women, m55i_1    , first 3 day/ given honey   
women, m55i_2    , first 3 day/ given honey   
women, m55i_3    , first 3 day/ given honey   
women, m55i_4    , first 3 day/ given honey   
women, m55i_5    , first 3 day/ given honey   
women, m55i_6    , first 3 day/ given honey   
women, m55j_1    , first 3 day/ given country specific    
women, m55j_2    , first 3 day/ given country specific    
women, m55j_3    , first 3 day/ given country specific    
women, m55j_4    , first 3 day/ given country specific    
women, m55j_5    , first 3 day/ given country specific    
women, m55j_6    , first 3 day/ given country specific    
women, m55k_1    , first 3 day/ given country specific    
women, m55k_2    , first 3 day/ given country specific    
women, m55k_3    , first 3 day/ given country specific    
women, m55k_4    , first 3 day/ given country specific    
women, m55k_5    , first 3 day/ given country specific    
women, m55k_6    , first 3 day/ given country specific    
women, m55l_1    , first 3 day/ given country specific    
women, m55l_2    , first 3 day/ given country specific    
women, m55l_3    , first 3 day/ given country specific    
women, m55l_4    , first 3 day/ given country specific    
women, m55l_5    , first 3 day/ given country specific    
women, m55l_6    , first 3 day/ given country specific    
women, m55m_1    , first 3 day/ given country specific    
women, m55m_2    , first 3 day/ given country specific    
women, m55m_3    , first 3 day/ given country specific    
