Q508N3       , H56                        , Pneumococcal 3 date
D508N3       , H56D                       , Pneumococcal 3 day
M508N3       , H56M                       , Pneumococcal 3 month
Y508N3       , H56Y                       , Pneumococcal 3 year
Q508R1       , H57                        , Rotavirus 1 date
D508R1       , H57D                       , Rotavirus 1 day
M508R1       , H57M                       , Rotavirus 1 month
Y508R1       , H57Y                       , Rotavirus 1 year
Q508R2       , H58                        , Rotavirus 2 date
D508R2       , H58D                       , Rotavirus 2 day
M508R2       , H58M                       , Rotavirus 2 month
Y508R2       , H58Y                       , Rotavirus 2 year
Q508R3       , H59                        , Rotavirus 3 date
D508R3       , H59D                       , Rotavirus 3 day
M508R3       , H59M                       , Rotavirus 3 month
Y508R3       , H59Y                       , Rotavirus 3 year
Q508M1       , H9                         , Measles 1 date
D508M1       , H9D                        , Measles 1 day
M508M1       , H9M                        , Measles 1 month
Y508M1       , H9Y                        , Measles 1 year
Q508M2       , H9A                        , Measles 2 date
D508M2       , H9AD                       , Measles 2 day
M508M2       , H9AM                       , Measles 2 month
Y508M2       , H9AY                       , Measles 2 year
Q508V        , H33                        , Most recent Vitamin A date
D508V        , H33D                       , Most recent Vitamin A day
M508V        , H33M                       , Most recent Vitamin A month
Y508V        , H33Y                       , Most recent Vitamin A year
Q510         , filter                     , Other vaccination not recorded
Q511         , H10                        , Ever receive vaccinations
Q512         , in H2                      , BCG vaccination
Q513         , in H50                     , Hepatitis B vaccination
Q514         , in H0/H4/H6/H8             , Polio vaccine
Q515         , in H0/H4/H6/H8             , When first polio was given
Q516         , in H4/H6/H8                , Number of Polio vaccinations
Q517         , in H3/H5/H7                , Pentavalent vaccination
Q518         , in H3/H5/H7                , Number of Pentavalent vaccinations
Q519         , in H54/H55/H56             , Pneumococcal vaccination
Q520         , in H54/H55/H56             , Number of Pneumococcal vaccinations
Q521         , in H57/H58/H59             , Rotavirus vaccination
Q522         , in H57/H58/H59             , Number of Rotavirus vaccinations
Q523         , in H9/H9A                  , Measles vaccination
Q524         , in H9/H9A                  , Number of Measles vaccinations
Q525A        , H80A                       , Given micronutrient powder in last 7 days
Q525C        , H80B                       , Given plumpy nuts in last 7 days
Q525C        , H80C                       , Given plumpy duz in last 7 days
QWSEC06A     , REC41 (cont.)              , Child health and nutrition
Q603         , MIDX/BIDX                  , Line number in birth history
Q605         , H34                        , Vitamin-A dose within last 6 months
Q606         , H42                        , Taking iron pills/sprinkles or syrup in last 7 days
Q607         , H43                        , Drugs for intestinal parasites in last 6 months
Q608         , H11                        , Diarrhea in last 2 weeks
Q609         , H38                        , Drinking pattern with diarrhea (including breast milk)
Q610         , H39                        , Eating pattern with diarrhea
Q611         , in H12A-H12Z               , Sought treatment for diarrhea
Q612         , in H12A-H12Z               , Where sought treatment
Q614         , H44A                       , First advice or treatment for diarrhea
Q615A        , H13                        , Fluid from ORS Packet
Q615B        , H13B                       , Pre-packaged ORS liquid
Q615C        , H14                        , Home-made fluid
Q615D        , H15E                       , Zinc
Q616         , H21A                       , Anything else to treat diarrhea
Q617         , H15/H15A-H15M/H20          , Given to treat diarrhea
Q618         , H22                        , Fever in last 2 weeks
Q619         , H47                        , Blood taken from finger or heel for testing
Q620         , H31                        , Cough in last 2 weeks
Q621         , H31B                       , Breathe faster with short/fast breath
Q622         , H31C                       , Problem in the chest or blocked or running nose
Q624         , in H32A-H32Z               , Sought advice/treatment for fever/cough
Q625         , in H32A-H32Z               , Where sought advice/treatment
Q627         , H46A                       , First advice or treatment for fever/cough
Q628         , H46B                       , Days after illness sought advice or treatment for fever/cough
Q629         , in H37A-H37Z or ML13A-ML13 , Any drugs for fever/cough
Q630         , in H37A-H37Z or ML13A-ML13 , Drugs for fever/cough
Q633         , ML20A                      , How long after fever started did first take Artemisinin combination therapy
Q635         , ML15A (RECML)              , How long after fever started did first take SP/Fansidar
Q637         , ML16A (RECML)              , How long after fever started did first take Chloroquine
Q639         , ML17A (RECML)              , How long after fever started did first take Amodiaquine
Q641         , ML18A (RECML)              , How long after fever started did first take Quinine
Q643         , ML25A (RECML)              , How long after fever started did first take Artusunate
Q645         , ML23A (RECML)              , How long after fever started did first take other antimalarial
QWSEC6B      , REC42                      , Child health and nutrition (cont.)
Q648         , V416                       , Ever heard of ORS product
Q650A        , V409                       , Child drank plain water
Q650B        , V410                       , Child drank juice or juice drinks
Q650C        , V412C                      , Child drank clear broth
Q650D        , V411                       , Child drank milk e.g. tinned/powdered/or fresh animal milk
Q650DN       , V469E                      , Times child drank milk
Q650E        , V411A                      , Child drank commercially produced infant formula
Q650EN       , V469F                      , Times child drank commercially produced infant formula
Q650F        , V413                       , Child drank any other liquids
Q650G        , V414V                      , Child ate yogurt
Q650GN       , V469X                      , Times child ate yogurt
Q650H        , V412A                      , Child ate commercially fortified cereal (baby food)
Q650I        , V414E                      , Child ate bread/rice/noodles/or foods made from grains
Q650J        , V414I                      , Child ate pumpkin/carrots/squash or sweet potatoes that are yellow or orange inside
Q650K        , V414F                      , Child ate white potatoes/white yams/manioc/cassava/or any other foods made from roots
Q650L        , V414J                      , Child ate any dark green/leafy vegetables
Q650M        , V414K                      , Child ate ripe mangoes/papayas or other vitamin A rich fruits
Q650N        , V414L                      , Child ate any other fruits and vegetables
Q650O        , V414M                      , Child ate liver/kidney/heart or other organ meats
Q650P        , V414H                      , Child ate any meat such as beef/pork/lamb/goat/chicken or duck
Q650Q        , V414G                      , Child ate eggs
Q650R        , V414N                      , Child ate fresh or dried fish or shellfish
Q650S        , V414O                      , Child ate any foods made from beans/peas/lentils or nuts
Q650T        , V414P                      , Child ate cheese/yogurt or other milk products
Q650U        , V414S                      , Child ate any other solid or semi-solid food
Q652         , M39A (REC41)               , Child ate any solid/semi-solid/or soft food yesterday
Q653         , M39 (REC41)                , Times child ate any solid/semi-solid/or soft food yesterday
Q654         , V465                       , Disposal of stools
QWSEC07      , REC51                      , Marriage and Sexual Activity
Q701         , in V501/in V502            , Currently in union
Q702         , in V501/in V502/V535       , Have ever been married or lived with a man
Q703         , in V501/in V502            , Current marital status
Q704         , V504                       , Partner living with respondent
Q705         , V034 (REC01)               , Line number of husband
Q706         , in V505                    , Husband has other wives
Q707         , in V505                    , Number of other wives
Q708         , V506                       , Wife's rank number
Q709         , V503                       , In union more than once
Q710M        , V507                       , Time of first union (month)
Q710Y        , V508                       , Time of first union (year)
Q711         , V511                       , Age at first union
Q713         , V525                       , Age at first intercourse
Q714U        , in V527                    , Time since last intercourse (unit)
Q714N        , in V527                    , Time since last intercourse (number)
Q710C        , V509                       , Date of first union (CMC)
Q710F        , V510                       , Date flag for A710C
Q713F        , V532                       , Flag for A713
Q714F        , V530                       , Flag for A714
QWSEC71_GRP  , REC75 and REC80            , Sexual activity
Q715U        , V832B/V832C                , Time since last intercourse other person (unit)
Q715N        , V832B/V832C                , Time since last intercourse other person (number)
Q716         , V761/V761B/V761C           , Used condom during last intercourse
Q717         , V833A/V833B/V833C          , Used condom every time in last 12 months
Q718         , V767A/V767B/V767C          , Relationship with last partner
Q719U        , V852A/V852B/V852C          , How long ago had first intercourse with this person (unit)
Q719N        , V852A/V852B/V852C          , How long ago had first intercourse with this person (number)
Q720         , V853A/V853B/V853C          , Times sexual intercourse during last 12 months
Q721         , V834A/V834B/V834C          , Age of other partner
Q722         , filter                     , Intercourse with anyone else in last 12
Q723         , in V766B                   , Total number of partners last 12 months
Q726         , V791A                      , Last 12 months had sex because of gifts/cash or anything else
Q727         , V836                       , Total lifetime number of sexual partners
Q729         , V323A (REC32)              , Brand name of condom used during last time had sex
Q730         , V762                       , Source of condoms
Q731A        , V815A                      , Children < 10 present during interview section 7
Q731B        , V815B                      , Male adults present during interview section 7
Q731C        , V815C                      , Female adults present during interview section 7
QWSEC08      , REC61                      , Fertility Preferences
Q803         , in V602                    , Desire future child
Q804         , in V602                    , Desire future child
Q605U        , in V603/V616               , Time for future birth (unit)
Q605N        , in V603/V616               , Time for future birth (number)
Q810         , V3A08A-V3A08Z (REC32)      , Main reason not using to limit or to space
Q812         , in V362/V364 (REC32)       , Intend to use method any time
Q813         , V613                       , Ideal number of children
Q814A        , V627                       , Ideal number of boys
Q814B        , V628                       , Ideal number of girls
Q814C        , V629                       , Ideal number of either
Q815A        , V384A (REC32)              , Heard FP on radio last months
Q815B        , V384B (REC32)              , Heard FP on TV last months
Q815C        , V384C (REC32)              , Heard FP newspaper or magazine last months
Q815D        , V384D (REC32)              , Heard FP on a mobile phone last months
Q819         , V632                       , Decision maker for using contraception
Q819         , V632A                      , Decision maker on not using contraception
Q822         , V621                       , Partner's preferred number of children same as respondent
QWSEC09      , REC71                      , Husband's and Woman's Background
Q902         , V730                       , Partner's age
Q903         , in V701                    , Partner ever attended school
Q904         , in V701                    , Partner's level of education
Q905         , V702                       , Partner's highest grade
Q906         , in V704A                   , Partner worked in last 7 days
Q907         , in V704A                   , Partner worked in last 12 months
Q908         , V704/V705                  , Partner's occupation
Q909         , in V714/V731               , Respondent worked in last 7 days (apart from own housework)
Q910         , in V714/V731               , probed
Q911         , V714A/in V731              , Have a job from which she was absent
Q912         , in V731                    , Worked in last 12 months
Q913         , V716/V717                  , Respondent's occupation
Q914         , V719                       , Work for a family member
Q915         , V732                       , Work through year/seasonally
Q916         , V741                       , Paid in cash or kind
Q919         , V739                       , Who usually decides how earnings spent
Q920         , V746                       , Earns more than partner
Q921         , V743F                      , Who usually decides on spending husband's/partner's earnings 
Q922         , V743A                      , Own health care
Q923         , V743B                      , Making large household purchases
Q924         , V743D                      , Visits to family
Q925         , V745A                      , Owns own house alone or jointly
Q926         , in V745C                   , Respondent has a title deed for any house owned
Q927         , in V745C                   , Respondent’s name on house title deed
Q928         , V745B                      , Owns land alone or jointly
Q929         , in V745D                   , Respondent has a title deed for any land owned 
Q930         , in V745D                   , Respondent’s name on land title deed
Q931A        , V811 (REC81)               , Children <10
Q831B        , V812 (REC81)               , Husband
Q831C        , V813 (REC81)               , Other males
Q831D        , V814 (REC81)               , Other females
Q832A        , V744A                      , Wife goes out
Q832B        , V744B                      , Wife neglects children
Q832C        , V744C                      , Wife argues
Q832D        , V744D                      , Wife refuses sex
Q832E        , V744E                      , Wife burns food
QWSEC10      , REC75 and REC80            , HIV/AIDS
Q1001        , in V750/V751               , Ever heard of AIDS
Q1002        , V754DP                     , Reduce chance of AIDS by having just one uninfected sex partner
Q1003        , V754JP                     , Can get AIDS from mosquito bites
Q1004        , V754CP                     , Reduce chances of AIDS by using condom
Q1005        , V754WP                     , Can get AIDS by sharing food
Q1006        , V823                       , Can get AIDS by witchcraft or supernatural means
Q1007        , V756                       , Can a healthy-looking person have AIDS
Q1008A       , V744A                      , Aids transmitted during pregnancy
Q1008B       , V744B                      , Aids transmitted during delivery
Q1008C       , V744C                      , Aids transmitted by breastfeeding
Q1010        , V824                       , Drugs to avoid indicator transmission to baby during pregnancy
Q1014A       , V838A                      , AIDS transmitted mother to child
Q1014B       , V838B                      , Things to do to prevent AIDS
Q1014C       , V838C                      , Getting tested for AIDS virus
Q1015        , V839                       , Offered AIDS test as part of antenatal visit
Q1016        , in V840/V781               , Tested for AIDS virus as part of antenatal visit
Q1017        , in V829/V842               , Place were AIDS test was taken as part of antenatal visit
Q1018        , in V828/V841               , Got results of AIDS test as part of antenatal visit
Q1019        , V855                       , Received counseling after being tested
Q1021        , V839A                      , Offered HIV test during delivery in health center
Q1022        , V840A/V781                 , Tested for HIV during delivery in health center
Q1023        , V841A/V825                 , Got results of HIV test during delivery in health center
Q1025        , V843                       , Tested for AIDS virus since test as part of antenatal visit
Q1026        , in V826A                   , Months ago tested for HIV since test as part of antenatal visit
Q1027        , V781                       , Ever been tested for HIV
Q1028        , in V826A                   , Months ago tested for HIV
Q1029        , in V828                    , Got the test results of the HIV test
Q1030        , in V829                    , Place of HIV test
Q1031        , V783                       , Know a place to be tested for AIDS virus
Q1032        , V784-V784X                 , Place known for AIDS test
Q1033        , in V856                    , Have heard of test kits for HIV self-testing
Q1034        , in V856                    , Have ever tested using self-test kits
Q1035        , V825                       , Would buy vegetables from vendor with AIDS
Q1036        , V857A                      , Children with HIV should be allowed to go to school with children who do not have HIV
Q1037        , V857B                      , People don’t test for HIV because they are afraid of other people
Q1038        , V857C                      , People talk badly about people living or suspected of living with HIV
Q1039        , V857D                      , People living with HIV lose respect of others
Q1040        , V777A                      , I would be ashamed if family member has HIV
Q1041        , V858                       , Fear getting infected when in contact with saliva of person living with HIV
Q1042        , V785                       , Heard about other STD’s
Q1045        , V763A                      , Had an STD in last 12 months
Q1046        , V763C                      , Had abnormal genital discharge in last 12 months
Q1047        , V763B                      , Had a genital sore or ulcer in last 12 months
Q1049        , V770                       , Sought advice or treatment for STD
Q1050        , V770A-V770X                , Place for advice or treatment of STD
Q1051        , V822                       , Wife is justified to ask use of condom when husband has STD
Q1052        , V633B (REC61)              , Wife is justified to refuse sex when knows husband has sex with other women
Q1054        , V850A                      , Can respondent refuse sex
Q1055        , V850B                      , Can ask partner to use condom
QWSEC11      , REC42                      , Other Health Issues
Q1101        , V477                       , Number of injections in last 12 months
Q1102        , V478                       , Injections administered by a health worker
Q1103        , V480                       , Syringe and needle from new/unopened package
Q1104        , V463A/v473AA               , Currently smokes cigarettes
Q1105        , V464                       , Number of cigarettes smoked in last 24 hours
Q1106        , in V463A-V463X             , Currently smokes or uses tobacco besides cigarettes
Q1107        , in V463A-V463X             , Type of tobacco used besides cigarettes
Q1108A       , V467B                      , Getting permission
Q1108B       , V467C                      , Getting money needed for treatment
Q1108C       , V467D                      , Distance/no nearby health facility
Q1108D       , V467F                      , Not wanting to go alone
Q1109        , in V481A-V481X             , Covered by any health insurance
Q1110        , in V481A-V481X             , Type of health insurance
Q1111H       , V802 (REC81)               , End of interview (hour)
Q1111M       , V802 (REC81)               , End of interview (minutes)
QWSECMM      , REC83 and REC84            , Maternal Mortality
QMM07        , MMC1                       , Mother's children ever born
QMM11        , MMC2                       , Children born before respond.
QMM13        , not                        , Column number
QMM14        , MM1                        , Sex of sibling
QMM15        , MM2                        , Sibling alive
QMM16        , MM3                        , Age of sibling
QMM17        , MM6                        , Years since sibling’s death
QMM18        , MM7                        , Age of sibling at death
QMM19        , inMM9                      , Died while pregnant
QMM20        , inMM9                      , Died during childbirth
QMM21        , in MM9/in MM12             , Died within 2 months of delivery
QMM22        , in MM9/in MM12             , Days after pregnancy sister died
QMM23        , in MM16                    , Death due to violence
QMM24        , in MM16                    , Death due to an accident
QMM16C       , MM4                        , CMC date of birth of sibling
QMM17C       , MM8                        , CMC date of death of sibling
QWSECDV      , RECDV                      , Domestic Violence
DV01         , V044 (REC01)               , Privacy obtained
DV03A        , D101A                      , He is jealous or angry if talk to other men
DV03B        , D101B                      , He accuses you of being unfaithful
DV03C        , D101C                      , He does not permit you to meet your female friends
DV03D        , D101D                      , He tries to limit your contact with your family
DV03E        , D101E                      , He insists on knowing where you are
DV03F        , D101F                      , He did not trust you with any money
DV04A1       , in D103A                   , He say or do something to humiliate you in front of other
DV04A2       , in D103A                   , How often during the last 12 months
DV04B1       , in D103B                   , He threaten you or someone close to you with harm
DV04B2       , in D103B                   , How often during the last 12 months
DV04C1       , in D103C                   , He insults you or make you feel bad about yourself
DV04C2       , in D103C                   , How often during the last 12 months
DV05A1       , in D105A                   , Push you/shake you or throw something at you
DV05A2       , in D105A                   , How often during the last 12 months
DV05B1       , in D105B                   , Slap you
DV05B2       , in D105B                   , How often during the last 12 months
DV05C1       , in D105J                   , Twist your arm or pull your hair
DV05C2       , in D105J                   , How often during the last 12 months
DV05D1       , in D105C                   , Punch you with the fist or with something that could hurt you
DV05D2       , in D105C                   , How often during the last 12 months
DV05E1       , in D105D                   , Kick you/drag you or beat you up
DV05E2       , in D105D                   , How often during the last 12 months
DV05F1       , in D105E                   , Try to choke you or burn you on purpose
DV05F2       , in D105E                   , How often during the last 12 months
DV05G1       , in D105F                   , Threaten or attack you with a knife/gun or any other weapon
DV05G2       , in D105F                   , How often during the last 12 months
DV05H1       , in D105H                   , Physically force you to have sexual intercourses
DV05H2       , in D105H                   , How often during the last 12 months
DV05I1       , in D105K                   , Physically force you to perform other sexual acts
DV05I2       , in D105K                   , How often during the last 12 months
DV05J1       , in D105I                   , Force you with threats/other way to perform other sexual acts
DV05J2       , in D105I                   , How often during the last 12 months
DV07         , D109                       , First time it happened
DV08A        , D110A                      , Ever had cuts/bruises or aches because of husband's act
DV08B        , D110B                      , Ever had eye injuries/sprains/dislocations or burns
DV08C        , D110D                      , Ever had deep wounds/broken bones/broken teeth or other serious injury
DV09         , D112                       , Ever physically hurt husband when he was not hurting you
DV11         , D112A                      , Times physically hurt husband last 12 months
DV12         , D113                       , Partner drinks alcohol
DV13         , D114                       , Times partner gets drunk
DV15A1       , in D130A                   , Any previous husband/partner ever hit/slap/kick/or do anything else to hurt respondent physically
DV15A2       , in D130A                   , How long ago hit/slapped/kicked respondent
DV15B1       , in D130B                   , Any previous husband/partner ever physically to forced respondent have intercourse or perform any other sexual acts
DV15B2       , in D130B                   , How long ago physically forced respondent to have sexual intercourse
DV15C1       , in D130C                   , Any previous husband/partner ever humiliate/threaten to hurt/insult or make respondent feel bad
DV15C2       , in D130C                   , How long ago humiliate/threaten to hurt/insult or made respondent feel bad
DV16         , in D115B-D115XK            , From age 15 anyone (other than husband/partner) ever hit/slapped/kicked or done anything to hurt respondent physically
DV17         , in D115B-D115XK            , Person who hurt respondent
DV18         , D117A                      , Times hit by other than partner last 12 months
DV20         , in D118A-D118XK            , Ever physically hurt during pregnancy?
DV21         , in D118A-D118XK            , Person who hurt her during pregnancy
DV22A        , in D125                    , To ever married respondents (anyone (besides partner) ever forced respondent to have intercourse)
DV22B        , in D125                    , To never married respondents (anyone ever forced respondent to have intercourse)
DV23         , D127                       , Person who forced respondent to first sexual activity
DV24         , D124                       , Anyone (besides partner) forced respondent to have sexual intercourse in past 12 months
DV25         , D126                       , Age at first forced sexual activity
DV27         , in D119A-D119XK            , Sought help from someone
DV28         , in D119A-D119XK            , From whom have you sought help?
DV29         , D128                       , Ever told anyone about violence
DV30         , D121                       , Did her father ever beat her mother
DV31A        , D122A                      , Interrupted interview because of husband's presence
DV31B        , D122B                      , Interrupted interview because of other adult male's presence
DV31C        , D122C                      , Interrupted interview because of adult female's presence
QWSECGC      , RECGC                      , Female Genital Cutting
GC01         , G100                       , Ever heard of female circumcision
GC02         , G101                       , Ever heard of genital cutting (probed)
GC03         , G102                       , Respondent circumcised
GC04         , G103                       , Flesh removed from genital area
GC05         , G104                       , Genital area just nicked without removing any flesh
GC06         , G105                       , Genital area sewn closed
GC07         , G106                       , Age at circumcision
GC08         , G107                       , Who performed circumcision
GC10         , GIDX                       , Line number in birth history of living daughters born in last 5 years
GC11         , G121                       , Daughter circumcised
GC12         , G122                       , Age of daughter at circumcision
GC13         , G123                       , Genital area of daughter sewn closed
GC14         , G124                       , Who performed circumcision
GC16         , G118                       , Circumcision is required by religion
GC17         , G119                       , Circumcision should continue or be stopped
INDIVIDUAL   , MAN                        , Individual man’s questionnaire
QMSEC01      , MREC01                     , [Men] Respondent's Background
QM101H       , in MV801                   , Start of interview (hour)
QM101M       , in MV801                   , Start of interview (minutes)
QM102        , MV104                      , Time lived in current place of residence
QM103        , MV105                      , Previous place place of residence
QM104        , MV105A                     , Province/State live before move to current place of residence
QM105M       , MV009                      , Month of birth
QM105Y       , MV010                      , Year of birth
QM106        , MV012                      , Current age of respondent
QM107        , in MV106                   , Ever attended school
QM108        , in MV106                   , Highest educational level
QM109        , MV107                      , Highest grade at that level
QM111        , MV155                      , Sentence read
QM113        , MV157                      , Reads newspaper or magazine
QM114        , MV158                      , Listens to radio
QM115        , MV159                      , Watches TV
QM116        , MV169A                     , Owns mobile telephone
QM117        , MV169B                     , Uses mobile telephone for financial transactions
QM118        , MV170                      , Has bank account for own use
QM119        , in MV171A                  , Ever use the internet
QM120        , in MV171A                  , Used internet in last 12 months
QM121        , MV171B                     , Frequency of using the internet during last month
QM122        , MV130                      , Religion
QM123        , MV131                      , Ethnicity
QM105C       , MV011                      , Date of birth (CMC)
QM105F       , MV014                      , Date flag for AM105C
QM106C       , MV012                      , Age of respondent calculated
QMSEC02      , MREC22                     , [Men] Reproduction
QM201        , not used                   , Ever fathered any children
QM202        , not used                   , Sons or daughters living with
QM203A       , V202                       , Sons at home
QM203B       , V203                       , Daughters at home
QM204        , not used                   , Sons or daughters living away
QM205A       , V204                       , Sons living elsewhere
QM205B       , V205                       , Daughters living elsewhere
QM206        , not used                   , Sons or daughters who died
QM207A       , V206                       , Boys who died
QM207B       , V207                       , Girls who died
QM208        , V208                       , Total children ever fathered
QM210        , MV245                      , Children have same mother
QM211        , MV212                      , Age at birth of first child
QM213        , MV247                      , Age of youngest
QM216        , MV248                      , Antenatal check-ups for the mother
QM217        , MV249                      , Present during check-ups
QM218        , MV250                      , Place of birth of youngest
QM219        , MV252                      , Drinking pattern during diarrhea
QMSEC3A      , MREC31                     , [Men] Contraceptive Knowledge & Use
QM3N         , M304A                      , Contraceptive method
QM301        , MV304                      , Heard of method
QMSEC3B      , various records            , [Men] Contraceptive Practice
QM302A       , MV384A                     , on the radio
QM302B       , MV384B                     , on the television
QM302C       , MV384C                     , in a newspaper or magazine
QM302D       , MV384D                     , on mobile phone
QM303        , MV395                      , Discussed family planning with a health worker or health professional
QM304        , in MV217                   , Increased chance of woman getting pregnant on certain days
QM305        , in MV217                   , Days when increased chance of getting pregnant
QM306        , MV396A                     , Can a woman become pregnant before her period has returned
QM307A       , MV3B25A                    , Contraception is woman's business/man should not worry
QM307B       , BV3B25B                    , Women use contraception may become promiscuous
QMSEC04      , MREC51                     , [Men] Marriage and Sexual Activity
QM401        , in MV501                   , Currently in union
QM402        , in MV501                   , Have ever been married or lived with a woman
QM403        , in MV501                   , Current marital status
QM404        , MV504                      , Partner living with respondent
QM405        , in MV505                   , Other partners
QM406        , in MV505/MV035             , Number of women
QMSEC41A_GRP , MREC01_GROUP               , Wife/partner listing
QM407        , MV034                      , Line number of wife/partner
QM408        , MV034B                     , Age of wife/partner
QM410        , MV503                      , Times married
QM411M       , MV507                      , Date of first union (month)
QM411Y       , MV508                      , Date of first union (year)
QM412        , MV511                      , Age at first union
QM414        , MV525                      , Age at first intercourse
QM415U       , in MV527                   , Time since last intercourse (unit)
QM415N       , in MV527                   , Time since last intercourse (number)
QMSEC41B_GRP , to single variables        , Sexual activity
QM417(1)     , MV761                      , Used condom during last intercourse
QM418(1)     , MV833A                     , Used condom every time with this person
QM419(1)     , MV767A                     , Relationship with last partner
QM420U(1)    , in MV852A                  , Duration of relationship with other person (unit)
QM420N(1)    , in MV852A                  , Duration of relationship with other person (number)
QM421(1)     , MV853A                     , Times intercourse during last 12 months
QM422(1)     , MV834A                     , Age of partner
QM416U(2)    , in MV832B                  , Last time intercourse with other person  (unit)
QM416N(2)    , in MV832B                  , Last time intercourse with other person  (number)
QM417(2)     , MV761B                     , Used condom during last intercourse
QM418(2)     , MV833B                     , Used condom every time with this person
QM419(2)     , MV767B                     , Relationship with last partner
QM420U(2)    , in MV852B                  , Duration of relationship with other person (unit)
QM420N(2)    , in MV852B                  , Duration of relationship with other person (number)
QM421(2)     , MV853B                     , Times intercourse during last 12 months with other person
QM422(2)     , MV834B                     , Age of other person
QM416U(3)    , in MV832C                  , Last time intercourse with other person (unit)
QM416N(3)    , in MV832C                  , Last time intercourse with other person (number)
QM417(3)     , MV761C                     , Used condom during last intercourse
QM418(3)     , MV833C                     , Used condom every time with this person
QM419(3)     , MV767C                     , Relationship with last partner
QM420U(3)    , in MV852C                  , Duration of relationship with other person (unit)
QM420N(3)    , in MV852C                  , Duration of relationship with other person (number)
QM421(3)     , MV853C                     , Times intercourse during last 12 months with other person
QM422(3)     , MV834C                     , Age of other person
QM423        , not used                   , Sexual intercourse with any other person in last 12 months
QM424        , MV766B                     , Total number of partners in the last 12 months
QM427        , in MV793                   , In the past 12 months/paid for sex
QM428        , in MV793/MV791             , Ever paid anyone in exchange for having sex
QM429        , MV793A                     , Used condom last paid for sex
QM430        , MV793B                     , Condom used every time paid for sex
QM431        , in MV791A                  , In the past 12 months given gifts for sex
QM432        , in MV791A/MV791B           , Ever given any gifts for sex
QM433        , MV836                      , Number of lifetime sexual partners
QM435        , MV323A                     , Brand of condom used during last sex
QM436        , MV762/MV3B17               , Place obtained condom last time
QM437        , in MV312                   , Last time had sex/contraception other than condom used
QM438        , in MV312                   , Used contraception during last intercourse
QM439        , in MV312/MV307             , Contraceptive method
QM440        , MV3A00Y                    , Know a place to obtain family planning method
QM411C       , MV509                      , Date of first union (CMC)
QM411F       , MV510                      , Date flag for QM411C
QM412C       , MV511                      , Age at first union (calculated)
QM414F       , MV532                      , Flag for QM414
QMSEC05      , MREC61                     , [Men] Fertility Preferences
QM504        , MV213                      , Wife/partner currently pregnant
QM505        , in MV602                   , Desire for future birth (wife pregnant)
QM506U       , in MV603/in MV616          , Time for future birth wife pregnant (unit)
QM506N       , in MV603/in MV616          , Time for future birth wife pregnant (number)
QM507        , in MV602                   , Desire for future child (wife not pregnant)
QM508U       , in MV603/in MV616          , Time for future birth (wife not pregnant) (units)
QM508N       , in MV603/in MV616          , Time for future birth (wife not pregnant) (number)
QM509        , MV213                      , Any wife/wives currently pregnant
QM510        , in MV602                   , Desire for future child (at least 1 wife pregnant) (units)
QM511U       , in MV603/in MV616          , Time for future birth (at least 1 wife pregnant) (units)
QM511N       , in MV603/in MV616          , Time for future birth (at least 1 wife pregnant) (number)
QM512        , in MV602                   , Desire for future child (non of the wives pregnant)
QM513U       , in MV603/in MV616          , Time for future birth (non of the wives pregnant) (units)
QM513N       , in MV603/in MV616          , Time for future birth (non of the wives pregnant) (number)
QM514        , MV613                      , Ideal number of children
QM515A       , MV627                      , Ideal number of boys
QM515B       , MV628                      , Ideal number of girls
QM515C       , MV629                      , Ideal number of either
QMSEC06      , MREC71                     , [Men] Employment and Gender Roles
QM601        , in MV714                   , Currently working
QM602        , in MV714/MV714A            , Has job from which was absent
QM603        , MV731                      , Worked last 12 months
QM604        , MV716                      , Occupation
QM605        , MV732                      , Works seasonally
QM606        , MV741                      , Paid in cash or kind
QM609        , MV739                      , Decision maker on using the money earned
QM610        , MV743A                     , Decision on respondent’s health care
QM611        , MV743B                     , Decision on large HH purchases
QM612        , MV745A                     , Owns own house alone or jointly
QM613        , in MV745C                  , Respondent has a title deed for any house owned
QM614        , in MV745C                  , Respondent’s name on the title deed for the house
QM615        , MV745B                     , Owns land alone or jointly
QM616        , in MV745D                  , Respondent has a title deed for any land owned
QM617        , in MV745D                  , Respondent’s name is on the title deed for the land
QM618A       , MV744A                     , going out without telling him
QM618B       , MV744B                     , neglects children
QM618C       , MV744C                     , arguing
QM618D       , MV744D                     , refusing sex
QM615E       , MV744E                     , burning food
QMSEC07      , MREC75 and MREC80          , [Men] HIV/AIDS
QM701        , in MV750/MV751             , Ever heard of AIDS
QM702        , MV754DP                    , Reduce chance getting AIDS by having just one uninfected sex partner who has no other sex partners
QM703        , MV754JP                    , Can get AIDS from mosquito bites
QM704        , MV754CP                    , Reduce chance of AIDS by using condom every time they have sex
QM705        , MV754WP                    , Can get AIDS by sharing food with someone infected with AIDS virus
QM706        , MV823                      , Can get AIDS by witchcraft or supernatural means
QM707        , MV756                      , Possible for healthy-looking person to have AIDS virus
QM708A       , MV774A                     , pregnancy
QM708B       , MV774B                     , delivery
QM708C       , MV774C                     , breastfeeding
QM710        , MV824                      , Special drugs to avoid AIDS transmission to baby
QM712        , MV781                      , Ever been tested for AIDS virus
QM713        , MV826                      , When was last time you were tested
QM714        , MV828                      , Received results of test
QM715        , MV829                      , Place for HIV test
QM716        , MV783                      , Know a place to get tested for AIDS virus
