NAME      , LABEL
m54_1     , received vitamin a dose in first 2 months after delivery    
m54_2     , received vitamin a dose in first 2 months after delivery    
m54_3     , received vitamin a dose in first 2 months after delivery    
m54_4     , received vitamin a dose in first 2 months after delivery    
m54_5     , received vitamin a dose in first 2 months after delivery    
m54_6     , received vitamin a dose in first 2 months after delivery    
m55a_1    , first 3 day/ given milk other than breast milk 
m55a_2    , first 3 day/ given milk other than breast milk 
m55a_3    , first 3 day/ given milk other than breast milk 
m55a_4    , first 3 day/ given milk other than breast milk 
m55a_5    , first 3 day/ given milk other than breast milk 
m55a_6    , first 3 day/ given milk other than breast milk 
m55b_1    , first 3 day/ given plain water 
m55b_2    , first 3 day/ given plain water 
m55b_3    , first 3 day/ given plain water 
m55b_4    , first 3 day/ given plain water 
m55b_5    , first 3 day/ given plain water 
m55b_6    , first 3 day/ given plain water 
m55c_1    , first 3 day/ given sugar/glucose water 
m55c_2    , first 3 day/ given sugar/glucose water 
m55c_3    , first 3 day/ given sugar/glucose water 
m55c_4    , first 3 day/ given sugar/glucose water 
m55c_5    , first 3 day/ given sugar/glucose water 
m55c_6    , first 3 day/ given sugar/glucose water 
m55d_1    , first 3 day/ given gripe water 
m55d_2    , first 3 day/ given gripe water 
m55d_3    , first 3 day/ given gripe water 
m55d_4    , first 3 day/ given gripe water 
m55d_5    , first 3 day/ given gripe water 
m55d_6    , first 3 day/ given gripe water 
m55e_1    , first 3 day/ given sugar/salt/water solution   
m55e_2    , first 3 day/ given sugar/salt/water solution   
m55e_3    , first 3 day/ given sugar/salt/water solution   
m55e_4    , first 3 day/ given sugar/salt/water solution   
m55e_5    , first 3 day/ given sugar/salt/water solution   
m55e_6    , first 3 day/ given sugar/salt/water solution   
m55f_1    , first 3 day/ given fruit juice 
m55f_2    , first 3 day/ given fruit juice 
m55f_3    , first 3 day/ given fruit juice 
m55f_4    , first 3 day/ given fruit juice 
m55f_5    , first 3 day/ given fruit juice 
m55f_6    , first 3 day/ given fruit juice 
m55g_1    , first 3 day/ given infant formula  
m55g_2    , first 3 day/ given infant formula  
m55g_3    , first 3 day/ given infant formula  
m55g_4    , first 3 day/ given infant formula  
m55g_5    , first 3 day/ given infant formula  
m55g_6    , first 3 day/ given infant formula  
m55h_1    , first 3 day/ given tea/infusions   
m55h_2    , first 3 day/ given tea/infusions   
m55h_3    , first 3 day/ given tea/infusions   
m55h_4    , first 3 day/ given tea/infusions   
m55h_5    , first 3 day/ given tea/infusions   
m55h_6    , first 3 day/ given tea/infusions   
m55i_1    , first 3 day/ given honey   
m55i_2    , first 3 day/ given honey   
m55i_3    , first 3 day/ given honey   
m55i_4    , first 3 day/ given honey   
m55i_5    , first 3 day/ given honey   
m55i_6    , first 3 day/ given honey   
m55j_1    , first 3 day/ given country specific    
m55j_2    , first 3 day/ given country specific    
m55j_3    , first 3 day/ given country specific    
m55j_4    , first 3 day/ given country specific    
m55j_5    , first 3 day/ given country specific    
m55j_6    , first 3 day/ given country specific    
m55k_1    , first 3 day/ given country specific    
m55k_2    , first 3 day/ given country specific    
m55k_3    , first 3 day/ given country specific    
m55k_4    , first 3 day/ given country specific    
m55k_5    , first 3 day/ given country specific    
m55k_6    , first 3 day/ given country specific    
m55l_1    , first 3 day/ given country specific    
m55l_2    , first 3 day/ given country specific    
m55l_3    , first 3 day/ given country specific    
m55l_4    , first 3 day/ given country specific    
m55l_5    , first 3 day/ given country specific    
m55l_6    , first 3 day/ given country specific    
m55m_1    , first 3 day/ given country specific    
m55m_2    , first 3 day/ given country specific    
m55m_3    , first 3 day/ given country specific    
m55m_4    , first 3 day/ given country specific    
m55m_5    , first 3 day/ given country specific    
m55m_6    , first 3 day/ given country specific    
m55n_1    , first 3 day/ given country specific    
m55n_2    , first 3 day/ given country specific    
m55n_3    , first 3 day/ given country specific    
m55n_4    , first 3 day/ given country specific    
m55n_5    , first 3 day/ given country specific    
m55n_6    , first 3 day/ given country specific    
m55x_1    , first 3 day/ given other   
m55x_2    , first 3 day/ given other   
m55x_3    , first 3 day/ given other   
m55x_4    , first 3 day/ given other   
m55x_5    , first 3 day/ given other   
m55x_6    , first 3 day/ given other   
m55z_1    , first 3 day/ given nothing 
m55z_2    , first 3 day/ given nothing 
m55z_3    , first 3 day/ given nothing 
m55z_4    , first 3 day/ given nothing 
m55z_5    , first 3 day/ given nothing 
m55z_6    , first 3 day/ given nothing 
m57a_1    , antenatal care: your home   
m57a_2    , antenatal care: your home   
m57a_3    , antenatal care: your home   
m57a_4    , antenatal care: your home   
m57a_5    , antenatal care: your home   
m57a_6    , antenatal care: your home   
m57b_1    , antenatal care: other home  
m57b_2    , antenatal care: other home  
m57b_3    , antenatal care: other home  
m57b_4    , antenatal care: other home  
m57b_5    , antenatal care: other home  
m57b_6    , antenatal care: other home  
m57c_1    , antenatal care: midwife/tba home    
m57c_2    , antenatal care: midwife/tba home    
m57c_3    , antenatal care: midwife/tba home    
m57c_4    , antenatal care: midwife/tba home    
m57c_5    , antenatal care: midwife/tba home    
m57c_6    , antenatal care: midwife/tba home    
m57d_1    , antenatal care: cs home 
m57d_2    , antenatal care: cs home 
m57d_3    , antenatal care: cs home 
m57d_4    , antenatal care: cs home 
m57d_5    , antenatal care: cs home 
m57d_6    , antenatal care: cs home 
m57e_1    , antenatal care: govt. hospital  
m57e_2    , antenatal care: govt. hospital  
m57e_3    , antenatal care: govt. hospital  
m57e_4    , antenatal care: govt. hospital  
m57e_5    , antenatal care: govt. hospital  
m57e_6    , antenatal care: govt. hospital  
m57f_1    , antenatal care: govt. health center 
m57f_2    , antenatal care: govt. health center 
m57f_3    , antenatal care: govt. health center 
m57f_4    , antenatal care: govt. health center 
m57f_5    , antenatal care: govt. health center 
m57f_6    , antenatal care: govt. health center 
m57g_1    , antenatal care: govt. health post   
m57g_2    , antenatal care: govt. health post   
m57g_3    , antenatal care: govt. health post   
m57g_4    , antenatal care: govt. health post   
m57g_5    , antenatal care: govt. health post   
m57g_6    , antenatal care: govt. health post   
m57h_1    , antenatal care: provinvial hospital 
m57h_2    , antenatal care: provinvial hospital 
m57h_3    , antenatal care: provinvial hospital 
m57h_4    , antenatal care: provinvial hospital 
m57h_5    , antenatal care: provinvial hospital 
m57h_6    , antenatal care: provinvial hospital 
m57i_1    , antenatal care: cs public   
m57i_2    , antenatal care: cs public   
m57i_3    , antenatal care: cs public   
m57i_4    , antenatal care: cs public   
m57i_5    , antenatal care: cs public   
m57i_6    , antenatal care: cs public   
m57j_1    , antenatal care: cs public   
m57j_2    , antenatal care: cs public   
m57j_3    , antenatal care: cs public   
m57j_4    , antenatal care: cs public   
m57j_5    , antenatal care: cs public   
m57j_6    , antenatal care: cs public   
m57k_1    , antenatal care: cs public   
m57k_2    , antenatal care: cs public   
m57k_3    , antenatal care: cs public   
m57k_4    , antenatal care: cs public   
m57k_5    , antenatal care: cs public   
m57k_6    , antenatal care: cs public   
m57l_1    , antenatal care: other public    
m57l_2    , antenatal care: other public    
m57l_3    , antenatal care: other public    
m57l_4    , antenatal care: other public    
m57l_5    , antenatal care: other public    
m57l_6    , antenatal care: other public    
m57m_1    , antenatal care: pvt. hospital/clinic    
m57m_2    , antenatal care: pvt. hospital/clinic    
m57m_3    , antenatal care: pvt. hospital/clinic    
m57m_4    , antenatal care: pvt. hospital/clinic    
m57m_5    , antenatal care: pvt. hospital/clinic    
m57m_6    , antenatal care: pvt. hospital/clinic    
m57n_1    , antenatal care: pvt. mobile clinic  
m57n_2    , antenatal care: pvt. mobile clinic  
m57n_3    , antenatal care: pvt. mobile clinic  
m57n_4    , antenatal care: pvt. mobile clinic  
m57n_5    , antenatal care: pvt. mobile clinic  
m57n_6    , antenatal care: pvt. mobile clinic  
m57o_1    , antenatal care: private clinic (cs) 
m57o_2    , antenatal care: private clinic (cs) 
m57o_3    , antenatal care: private clinic (cs) 
m57o_4    , antenatal care: private clinic (cs) 
m57o_5    , antenatal care: private clinic (cs) 
m57o_6    , antenatal care: private clinic (cs) 
m57p_1    , antenatal care: cs pvt. 
m57p_2    , antenatal care: cs pvt. 
m57p_3    , antenatal care: cs pvt. 
m57p_4    , antenatal care: cs pvt. 
m57p_5    , antenatal care: cs pvt. 
m57p_6    , antenatal care: cs pvt. 
m57q_1    , antenatal care: cs pvt. 
m57q_2    , antenatal care: cs pvt. 
m57q_3    , antenatal care: cs pvt. 
m57q_4    , antenatal care: cs pvt. 
m57q_5    , antenatal care: cs pvt. 
m57q_6    , antenatal care: cs pvt. 
m57r_1    , antenatal care: other private   
m57r_2    , antenatal care: other private   
m57r_3    , antenatal care: other private   
m57r_4    , antenatal care: other private   
m57r_5    , antenatal care: other private   
m57r_6    , antenatal care: other private   
m57s_1    , antenatal care: cs other    
m57s_2    , antenatal care: cs other    
m57s_3    , antenatal care: cs other    
m57s_4    , antenatal care: cs other    
m57s_5    , antenatal care: cs other    
m57s_6    , antenatal care: cs other    
m57t_1    , antenatal care: cs other    
m57t_2    , antenatal care: cs other    
m57t_3    , antenatal care: cs other    
m57t_4    , antenatal care: cs other    
m57t_5    , antenatal care: cs other    
m57t_6    , antenatal care: cs other    
m57u_1    , antenatal care: cs other    
m57u_2    , antenatal care: cs other    
m57u_3    , antenatal care: cs other    
m57u_4    , antenatal care: cs other    
m57u_5    , antenatal care: cs other    
m57u_6    , antenatal care: cs other    
m57v_1    , antenatal care: cs other    
m57v_2    , antenatal care: cs other    
m57v_3    , antenatal care: cs other    
m57v_4    , antenatal care: cs other    
m57v_5    , antenatal care: cs other    
m57v_6    , antenatal care: cs other    
m57x_1    , antenatal care: other   
m57x_2    , antenatal care: other   
m57x_3    , antenatal care: other   
m57x_4    , antenatal care: other   
m57x_5    , antenatal care: other   
m57x_6    , antenatal care: other   
m60_1     , drugs for intestinal parasites  
m60_2     , drugs for intestinal parasites  
m60_3     , drugs for intestinal parasites  
m60_4     , drugs for intestinal parasites  
m60_5     , drugs for intestinal parasites  
m60_6     , drugs for intestinal parasites  
m61_1     , time spent at place of delivery 
m61_2     , time spent at place of delivery 
m61_3     , time spent at place of delivery 
m61_4     , time spent at place of delivery 
m61_5     , time spent at place of delivery 
m61_6     , time spent at place of delivery 
m62_1     , anyone checked respondent health before discharge   
m62_2     , anyone checked respondent health before discharge   
m62_3     , anyone checked respondent health before discharge   
m62_4     , anyone checked respondent health before discharge   
m62_5     , anyone checked respondent health before discharge   
m62_6     , anyone checked respondent health before discharge   
m63_1     , how long before discharging resondent health check took plac    
m63_2     , how long before discharging resondent health check took plac    
m63_3     , how long before discharging resondent health check took plac    
m63_4     , how long before discharging resondent health check took plac    
m63_5     , how long before discharging resondent health check took plac    
m63_6     , how long before discharging resondent health check took plac    
m64_1     , who checked respondent health before discharge  
m64_2     , who checked respondent health before discharge  
m64_3     , who checked respondent health before discharge  
m64_4     , who checked respondent health before discharge  
m64_5     , who checked respondent health before discharge  
m64_6     , who checked respondent health before discharge  
m65a_1    , reason didn't deliver at health facility: cost too much 
m65a_2    , reason didn't deliver at health facility: cost too much 
m65a_3    , reason didn't deliver at health facility: cost too much 
m65a_4    , reason didn't deliver at health facility: cost too much 
m65a_5    , reason didn't deliver at health facility: cost too much 
m65a_6    , reason didn't deliver at health facility: cost too much 
m65b_1    , reason didn't deliver at health facility: facility not open 
m65b_2    , reason didn't deliver at health facility: facility not open 
m65b_3    , reason didn't deliver at health facility: facility not open 
m65b_4    , reason didn't deliver at health facility: facility not open 
m65b_5    , reason didn't deliver at health facility: facility not open 
m65b_6    , reason didn't deliver at health facility: facility not open 
m65c_1    , reason didn't deliver at health facility: too far/no transpo    
m65c_2    , reason didn't deliver at health facility: too far/no transpo    
m65c_3    , reason didn't deliver at health facility: too far/no transpo    
m65c_4    , reason didn't deliver at health facility: too far/no transpo    
m65c_5    , reason didn't deliver at health facility: too far/no transpo    
m65c_6    , reason didn't deliver at health facility: too far/no transpo    
m65d_1    , reason didn't deliver at health facility: don't trust facili    
m65d_2    , reason didn't deliver at health facility: don't trust facili    
m65d_3    , reason didn't deliver at health facility: don't trust facili    
m65d_4    , reason didn't deliver at health facility: don't trust facili    
m65d_5    , reason didn't deliver at health facility: don't trust facili    
m65d_6    , reason didn't deliver at health facility: don't trust facili    
m65e_1    , reason didn't deliver at health facility: no female provider    
m65e_2    , reason didn't deliver at health facility: no female provider    
m65e_3    , reason didn't deliver at health facility: no female provider    
m65e_4    , reason didn't deliver at health facility: no female provider    
m65e_5    , reason didn't deliver at health facility: no female provider    
m65e_6    , reason didn't deliver at health facility: no female provider    
m65f_1    , reason didn't deliver at health facility: husband/family did    
m65f_2    , reason didn't deliver at health facility: husband/family did    
m65f_3    , reason didn't deliver at health facility: husband/family did    
m65f_4    , reason didn't deliver at health facility: husband/family did    
m65f_5    , reason didn't deliver at health facility: husband/family did    
m65f_6    , reason didn't deliver at health facility: husband/family did    
m65g_1    , reason didn't deliver at health facility: not necessary 
m65g_2    , reason didn't deliver at health facility: not necessary 
m65g_3    , reason didn't deliver at health facility: not necessary 
m65g_4    , reason didn't deliver at health facility: not necessary 
m65g_5    , reason didn't deliver at health facility: not necessary 
m65g_6    , reason didn't deliver at health facility: not necessary 
m65h_1    , reason didn't deliver at health facility: not customary 
m65h_2    , reason didn't deliver at health facility: not customary 
m65h_3    , reason didn't deliver at health facility: not customary 
m65h_4    , reason didn't deliver at health facility: not customary 
m65h_5    , reason didn't deliver at health facility: not customary 
m65h_6    , reason didn't deliver at health facility: not customary 
m65i_1    , reason didn't deliver at health facility: midwife came to ho    
m65i_2    , reason didn't deliver at health facility: midwife came to ho    
m65i_3    , reason didn't deliver at health facility: midwife came to ho    
m65i_4    , reason didn't deliver at health facility: midwife came to ho    
m65i_5    , reason didn't deliver at health facility: midwife came to ho    
m65i_6    , reason didn't deliver at health facility: midwife came to ho    
m65j_1    , reason didn't deliver at health facility: no comfortable spa    
m65j_2    , reason didn't deliver at health facility: no comfortable spa    
m65j_3    , reason didn't deliver at health facility: no comfortable spa    
m65j_4    , reason didn't deliver at health facility: no comfortable spa    
m65j_5    , reason didn't deliver at health facility: no comfortable spa    
m65j_6    , reason didn't deliver at health facility: no comfortable spa    
m65k_1    , reason didn't deliver at health facility: no beds   
m65k_2    , reason didn't deliver at health facility: no beds   
m65k_3    , reason didn't deliver at health facility: no beds   
m65k_4    , reason didn't deliver at health facility: no beds   
m65k_5    , reason didn't deliver at health facility: no beds   
m65k_6    , reason didn't deliver at health facility: no beds   
m65l_1    , reason didn't deliver at health facility: child care    
m65l_2    , reason didn't deliver at health facility: child care    
m65l_3    , reason didn't deliver at health facility: child care    
m65l_4    , reason didn't deliver at health facility: child care    
m65l_5    , reason didn't deliver at health facility: child care    
m65l_6    , reason didn't deliver at health facility: child care    
m65x_1    , reason didn't deliver at health facility: other 
m65x_2    , reason didn't deliver at health facility: other 
m65x_3    , reason didn't deliver at health facility: other 
m65x_4    , reason didn't deliver at health facility: other 
m65x_5    , reason didn't deliver at health facility: other 
m65x_6    , reason didn't deliver at health facility: other 
m66_1     , after discharge/delivery at home anyone checked respondent h    
m66_2     , after discharge/delivery at home anyone checked respondent h    
m66_3     , after discharge/delivery at home anyone checked respondent h    
m66_4     , after discharge/delivery at home anyone checked respondent h    
m66_5     , after discharge/delivery at home anyone checked respondent h    
m66_6     , after discharge/delivery at home anyone checked respondent h    
m67_1     , how long after discharge/delivery at home respondent health 
m67_2     , how long after discharge/delivery at home respondent health 
m67_3     , how long after discharge/delivery at home respondent health 
m67_4     , how long after discharge/delivery at home respondent health 
m67_5     , how long after discharge/delivery at home respondent health 
m67_6     , how long after discharge/delivery at home respondent health 
m68_1     , who checked respondent health after discharge/delivery at ho    
m68_2     , who checked respondent health after discharge/delivery at ho    
m68_3     , who checked respondent health after discharge/delivery at ho    
m68_4     , who checked respondent health after discharge/delivery at ho    
m68_5     , who checked respondent health after discharge/delivery at ho    
m68_6     , who checked respondent health after discharge/delivery at ho    
m69_1     , where respondent check after discharge/delivery at home took    
m69_2     , where respondent check after discharge/delivery at home took    
m69_3     , where respondent check after discharge/delivery at home took    
m69_4     , where respondent check after discharge/delivery at home took    
m69_5     , where respondent check after discharge/delivery at home took    
m69_6     , where respondent check after discharge/delivery at home took    
m70_1     , baby postnatal check within 2 months    
m70_2     , baby postnatal check within 2 months    
m70_3     , baby postnatal check within 2 months    
m70_4     , baby postnatal check within 2 months    
m70_5     , baby postnatal check within 2 months    
m70_6     , baby postnatal check within 2 months    
m71_1     , how long after delivery postnatal check took place  
m71_2     , how long after delivery postnatal check took place  
m71_3     , how long after delivery postnatal check took place  
m71_4     , how long after delivery postnatal check took place  
m71_5     , how long after delivery postnatal check took place  
m71_6     , how long after delivery postnatal check took place  
m72_1     , who performed postnatal checkup 
m72_2     , who performed postnatal checkup 
m72_3     , who performed postnatal checkup 
m72_4     , who performed postnatal checkup 
m72_5     , who performed postnatal checkup 
m72_6     , who performed postnatal checkup 
m73_1     , who checked respondent health after discharge/delivery at ho    
m73_2     , who checked respondent health after discharge/delivery at ho    
m73_3     , who checked respondent health after discharge/delivery at ho    
m73_4     , who checked respondent health after discharge/delivery at ho    
m73_5     , who checked respondent health after discharge/delivery at ho    
m73_6     , who checked respondent health after discharge/delivery at ho    
v401      , last birth ceasarean section    
v404      , currently breastfeeding 
v405      , currently amenorrheic   
v406      , currently abstaining    
v407      , times breastfed during night    
v408      , times breastfed during day  
v409      , gave child plain water  
v409a     , gave child sugar water  
v410      , gave child juice    
v410a     , gave child tea or coffe 
v411      , gave child tinned/powder or fresh milk  
v411a     , gave child baby formula 
v412      , gave child fresh milk   
v412a     , gave child baby cereal  
v412b     , gave child other porridge/gruel 
v413      , gave child other liquid 
v413a     , gave child cs liquid    
v413b     , gave child cs liquid    
v413c     , gave child cs liquid    
v413d     , gave child cs liquid    
v414a     , gave child cs foods: chicke/ ducks or other birds  
v414b     , gave child cs foods: nuts   
v414c     , gave child cs foods: fish paste 
v414d     , gave child cs foods: snak/ snai/ fro/ rat or insects 
v414e     , gave child brea/ noodle/ other made from grains   
v414f     , gave child potatoe/ cassav/ or other tubers   
v414g     , gave child eggs 
v414h     , gave child meat (bee/ por/ lam/ chicke/ etc)    
v414i     , gave child pumpin/ carrot/ squash (yellow or orange inside    
v414j     , gave child any dark green leafy vegetables  
v414k     , gave child mangoe/ papaya/ other vitamin a fruits 
v414l     , gave child any other fuits  
v414m     , gave child live/ hear/ other organs   
v414n     , gave child fish or shellfish    
v414o     , gave child food made from bean/ pea/ lenti/ nuts 
v414p     , gave child chees/ yogurt , other milk products 
v414q     , gave child oi/ fat/ butte/ products made of them 
v414r     , gave child chocolate/ sweet/ candie/ pastrie/ etc   
v414s     , gave child other solid-semisolid food   
v414t     , gave child cs foods 
v414u     , gave child cs foods 
v415      , drank from bottle with nipple   
v416      , heard of oral rehydration   
v417      , entries in maternity table  
v418      , entries in health table 
v419      , entries in height/weight table  
v420      , measurer's code 
v421      , assistant measurer's code   
v426      , when child put to breast    
v437      , respondent's weight (kilos-1d)  
v438      , respondent's height (cms-1d)    
v439      , ht/a percentile (resp.) 
v440      , ht/a standard deviations (resp  
v441      , ht/a percent ref. median (resp  
v442      , wt/ht percent ref. median (dhs  
v443      , wt/ht percent ref. median (fog  
v444      , wt/ht percent ref. median (who  
v444a     , wt/ht std deviations(resp) dhs  
v445      , body mass index for respondent  
v446      , rohrer's index for respondent   
v447      , result of measurement of resp.  
v447a     , women's age in years from household report  
v452a     , under age 18 (hh report)    
v452b     , line no. of parent/caretaker    
v452c     , read consent statement  
v453      , hemoglobin level (g/dl - 1 decimal) 
v454      , currently pregnant (household report)   
v455      , result of measuring (hemoglobin)    
v456      , hemoglobin level adjusted by altitude (g/dl - 1 decimal)    
v457      , anemia level    
v458      , agrees to referral  
v459      , have bednet for sleeping (household report) 
v460      , children under 5 slept under bednet last night (hh report)  
v461      , respondent slept under bednet   
v462      , washed hands before preparing last meal 
v463a     , smokes cigarettes   
v463b     , smokes pipe 
v463c     , chewing tobacco 
v463d     , smokes snuff    
v463e     , smokes country specific 
v463f     , smokes country specific 
v463g     , smokes country specific 
v463x     , smokes nothing  
v463z     , smokes nothing  
v464      , number of cigarettes in last 24 hours   
v465      , disposal of youngest child's stools when not using toilet   
v466      , when child is seriously il/ can decide whether med tx sough    
v467a     , getting medical help for self: know where to go 
v467b     , getting medical help for self: getting permission to go 
v467c     , getting medical help for self: getting money needed for tx  
v467d     , getting medical help for self: distance to health facility  
v467e     , getting medical help for self: having to take transport 
v467f     , getting medical help for self: not wanting to go alone  
v467g     , getting medical help for self: concern no female health prov    
v467h     , getting medical help for self: concern no provider  
v467i     , getting medical help for self: concern no drugs available   
v467j     , getting medical help for self: cs   
v467k     , getting medical help for self: cs   
v467l     , getting medical help for self: cs   
v467m     , getting medical help for self: cs   
v468      , columns used for last birth only variables  
v471a     , mother had tinne/ powdered or fresh milk   
v471b     , mother had tea or coffe 
v471c     , mother had any other liquid 
v471d     , mother had cs liquid: sugary drink/ sodas or fruit juice   
v471e     , mother had cs liquid    
v471f     , mother had cs liquid    
v471g     , mother had cs liquid    
v472a     , mother had cs foods: chicke/ duck or other birds   
v472b     , mother had cs foods: nuts   
v472c     , mother had cs foods: fish paste 
v472d     , mother had cs foods: snak/ snai/ fro/ rat or insects 
v472e     , mother had brea/ noddle/ other made from grains   
v472f     , mother had potatoe/ cassav/ or other tubers   
v472g     , mother had eggs 
v472h     , mother had meat (bee/ por/ lam/ chicke/ etc)    
v472i     , mother had pumpin/ carrot/ squash (yellow or orange inside    
v472j     , mother had any dark green leafy vegetables  
v472k     , mother had mangoe/ papaya/ other vitamin a fruits 
v472l     , mother had any other fuits  
v472m     , mother had live/ hear/ other organs   
v472n     , mother had fish or shellfish    
v472o     , mother had food made from bean/ pea/ lenti/ nuts 
v472p     , mother had chees/ yogurt , other milk products 
v472q     , mother had oi/ fat/ butte/ products made of them 
v472r     , mother had chocolate/ sweet/ candie/ pastrie/ etc   
v472s     , mother had other solid-semisolid food   
v472t     , mother had cs foods 
v472u     , mother had cs foods 
v473a     , read consent statement (hiv)    
v473b     , result of measuring (hiv)   
v474      , heard of tuberculosis or tb 
v474a     , tuberculosis spread by: air when coughing or sneezing   
v474b     , tuberculosis spread by: sharing utensils    
v474c     , tuberculosis spread by: touching a person with tb   
v474d     , tuberculosis spread through food    
v474e     , tuberculosis spread by: sexual contact  
v474f     , tuberculosis spread by: mosquito bites  
v474g     , tuberculosis spread by: cs inherited    
v474h     , tuberculosis spread by: cs  
v474i     , tuberculosis spread by: cs  
v474j     , tuberculosis spread by: cs  
v474x     , tuberculosis spread by: other   
v474z     , tuberculosis spread by: don't know  
v475      , can tuberculosis be cured   
v476      , keep secret when family member gets tb  
v477      , number of injections in last 12 months  
v478      , injections administered by a health worker  
v479      , source for injection by health worker   
v480      , syinge and needle from ne/ unopened package    
v481      , covered by health insurance 
v481a     , health insurance type: mutual/community organization    
v481b     , health insurance type: provided by employer 
v481c     , health insurance type: social security  
v481d     , health insurance type: private/commercial purchased 
v481e     , health insurance type: cs   
v481f     , health insurance type: cs   
v481g     , health insurance type: cs   
v481h     , health insurance type: cs   
v481x     , health insurance type: other    
v482a     , arrange care of biological children under age 18    
v482b     , primary caregiver of children under age 18  
v482c     , arrange care of non-biological children < 18    
hidx_1    , index to birth history  
hidx_2    , index to birth history  
hidx_3    , index to birth history  
hidx_4    , index to birth history  
hidx_5    , index to birth history  
hidx_6    , index to birth history  
h1_1      , has health card 
h1_2      , has health card 
h1_3      , has health card 
h1_4      , has health card 
h1_5      , has health card 
h1_6      , has health card 
h2_1      , received bcg    
h2_2      , received bcg    
h2_3      , received bcg    
h2_4      , received bcg    
h2_5      , received bcg    
h2_6      , received bcg    
h2d_1     , bcg day 
h2d_2     , bcg day 
h2d_3     , bcg day 
h2d_4     , bcg day 
h2d_5     , bcg day 
h2d_6     , bcg day 
h2m_1     , bcg month   
h2m_2     , bcg month   
h2m_3     , bcg month   
h2m_4     , bcg month   
h2m_5     , bcg month   
h2m_6     , bcg month   
h2y_1     , bcg year    
h2y_2     , bcg year    
h2y_3     , bcg year    
h2y_4     , bcg year    
h2y_5     , bcg year    
h2y_6     , bcg year    
h3_1      , received dpt 1  
h3_2      , received dpt 1  
h3_3      , received dpt 1  
h3_4      , received dpt 1  
h3_5      , received dpt 1  
h3_6      , received dpt 1  
h3d_1     , dpt 1 day   
h3d_2     , dpt 1 day   
h3d_3     , dpt 1 day   
h3d_4     , dpt 1 day   
h3d_5     , dpt 1 day   
h3d_6     , dpt 1 day   
h3m_1     , dpt 1 month 
h3m_2     , dpt 1 month 
h3m_3     , dpt 1 month 
h3m_4     , dpt 1 month 
h3m_5     , dpt 1 month 
h3m_6     , dpt 1 month 
h3y_1     , dpt 1 year  
h3y_2     , dpt 1 year  
h3y_3     , dpt 1 year  
h3y_4     , dpt 1 year  
h3y_5     , dpt 1 year  
h3y_6     , dpt 1 year  
h4_1      , received polio 1    
h4_2      , received polio 1    
h4_3      , received polio 1    
h4_4      , received polio 1    
h4_5      , received polio 1    
h4_6      , received polio 1    
h4d_1     , polio 1 day 
h4d_2     , polio 1 day 
h4d_3     , polio 1 day 
h4d_4     , polio 1 day 
h4d_5     , polio 1 day 
h4d_6     , polio 1 day 
h4m_1     , polio 1 month   
h4m_2     , polio 1 month   
h4m_3     , polio 1 month   
h4m_4     , polio 1 month   
h4m_5     , polio 1 month   
h4m_6     , polio 1 month   
h4y_1     , polio 1 year    
h4y_2     , polio 1 year    
h4y_3     , polio 1 year    
h4y_4     , polio 1 year    
h4y_5     , polio 1 year    
h4y_6     , polio 1 year    
h5_1      , received dpt 2  
h5_2      , received dpt 2  
h5_3      , received dpt 2  
h5_4      , received dpt 2  
h5_5      , received dpt 2  
h5_6      , received dpt 2  
h5d_1     , dpt 2 day   
h5d_2     , dpt 2 day   
h5d_3     , dpt 2 day   
h5d_4     , dpt 2 day   
h5d_5     , dpt 2 day   
h5d_6     , dpt 2 day   
h5m_1     , dpt 2 month 
h5m_2     , dpt 2 month 
h5m_3     , dpt 2 month 
h5m_4     , dpt 2 month 
h5m_5     , dpt 2 month 
h5m_6     , dpt 2 month 
h5y_1     , dpt 2 year  
h5y_2     , dpt 2 year  
h5y_3     , dpt 2 year  
h5y_4     , dpt 2 year  
h5y_5     , dpt 2 year  
h5y_6     , dpt 2 year  
h6_1      , received polio 2    
h6_2      , received polio 2    
h6_3      , received polio 2    
h6_4      , received polio 2    
h6_5      , received polio 2    
h6_6      , received polio 2    
h6d_1     , polio 2 day 
h6d_2     , polio 2 day 
h6d_3     , polio 2 day 
h6d_4     , polio 2 day 
h6d_5     , polio 2 day 
h6d_6     , polio 2 day 
h6m_1     , polio 2 month   
h6m_2     , polio 2 month   
h6m_3     , polio 2 month   
h6m_4     , polio 2 month   
h6m_5     , polio 2 month   
h6m_6     , polio 2 month   
h6y_1     , polio 2 year    
h6y_2     , polio 2 year    
h6y_3     , polio 2 year    
h6y_4     , polio 2 year    
h6y_5     , polio 2 year    
h6y_6     , polio 2 year    
h7_1      , received dpt 3  
h7_2      , received dpt 3  
h7_3      , received dpt 3  
h7_4      , received dpt 3  
h7_5      , received dpt 3  
h7_6      , received dpt 3  
h7d_1     , dpt 3 day   
h7d_2     , dpt 3 day   
h7d_3     , dpt 3 day   
h7d_4     , dpt 3 day   
h7d_5     , dpt 3 day   
h7d_6     , dpt 3 day   
h7m_1     , dpt 3 month 
h7m_2     , dpt 3 month 
h7m_3     , dpt 3 month 
h7m_4     , dpt 3 month 
h7m_5     , dpt 3 month 
h7m_6     , dpt 3 month 
h7y_1     , dpt 3 year  
h7y_2     , dpt 3 year  
h7y_3     , dpt 3 year  
h7y_4     , dpt 3 year  
h7y_5     , dpt 3 year  
h7y_6     , dpt 3 year  
